Id,LeaseProposalId,ConditionId,Value,CreateDate,UpdateDate
1476,492,5,0,3/19/2024,4/1/2024
1477,493,4,1,4/5/2024,3/29/2024
1478,493,2,1,3/23/2024,4/5/2024
1479,493,3,0,3/18/2024,4/6/2024
1480,494,2,1,4/2/2024,3/31/2024
1481,494,5,0,3/14/2024,4/1/2024
1482,494,2,0,3/13/2024,4/5/2024
1483,495,5,1,3/19/2024,4/1/2024
1484,495,1,1,3/28/2024,3/29/2024
1485,495,2,1,4/3/2024,4/3/2024
1486,496,6,1,3/25/2024,3/30/2024
1487,496,2,0,3/27/2024,4/2/2024
1488,496,4,1,3/21/2024,4/2/2024
1489,497,2,1,3/13/2024,4/3/2024
1490,497,1,1,3/26/2024,4/6/2024
1491,497,6,1,3/22/2024,4/3/2024
1492,498,1,0,3/21/2024,4/5/2024
1493,498,1,0,3/14/2024,4/4/2024
1494,498,6,1,4/2/2024,3/31/2024
1495,499,4,1,3/11/2024,4/3/2024
1496,499,4,0,3/28/2024,3/29/2024
1497,499,6,0,3/20/2024,4/3/2024
1498,500,4,0,4/2/2024,4/1/2024
1499,500,4,1,3/13/2024,4/2/2024
1500,500,6,1,3/19/2024,4/2/2024
1501,501,3,1,3/26/2024,4/5/2024
1502,501,5,1,3/19/2024,4/3/2024
1503,501,5,1,4/5/2024,4/3/2024
1504,502,5,0,3/24/2024,4/2/2024
1505,502,2,1,3/29/2024,4/4/2024
1506,502,2,0,3/13/2024,4/3/2024
1507,503,4,0,3/15/2024,4/3/2024
1508,503,2,0,3/28/2024,3/29/2024
1509,503,1,0,3/26/2024,3/31/2024
1510,504,1,0,3/29/2024,4/2/2024
1511,504,6,0,3/16/2024,3/30/2024
1512,504,6,0,3/9/2024,4/5/2024
1513,505,3,1,3/25/2024,4/3/2024
1514,505,6,0,4/2/2024,4/6/2024
1515,505,6,0,4/5/2024,3/29/2024
1516,506,6,1,3/24/2024,4/4/2024
1517,506,1,1,3/10/2024,4/5/2024
1518,506,1,0,3/14/2024,3/30/2024
1519,507,3,0,4/3/2024,4/4/2024
1520,507,3,0,4/4/2024,4/3/2024
1521,507,6,0,4/2/2024,4/2/2024
1522,508,1,0,4/1/2024,4/5/2024
1523,508,5,0,3/21/2024,4/3/2024
1524,508,3,1,3/16/2024,3/29/2024
1525,509,6,1,4/2/2024,4/5/2024
1526,509,4,0,3/16/2024,3/30/2024
1527,509,6,1,3/16/2024,3/30/2024
1528,510,6,1,4/4/2024,4/3/2024
1529,510,3,0,3/15/2024,4/4/2024
1530,510,3,0,3/10/2024,4/5/2024
1531,511,2,0,3/31/2024,4/5/2024
1532,511,3,1,4/2/2024,3/30/2024
1533,511,4,1,3/15/2024,3/29/2024
1534,512,2,1,3/16/2024,3/29/2024
1535,512,1,0,4/3/2024,3/30/2024
1536,512,3,0,3/16/2024,4/1/2024
1537,513,4,0,3/27/2024,4/4/2024
1538,513,4,1,3/23/2024,4/1/2024
1539,513,6,1,3/18/2024,4/4/2024
1540,514,3,1,3/25/2024,3/30/2024
1541,514,6,0,3/17/2024,4/3/2024
1542,514,4,0,3/19/2024,4/2/2024
1543,515,1,1,3/28/2024,4/2/2024
1544,515,3,0,3/21/2024,4/1/2024
1545,515,3,1,4/5/2024,4/4/2024
1546,516,2,0,3/27/2024,4/5/2024
1547,516,5,0,3/18/2024,4/3/2024
1548,516,4,0,3/18/2024,4/1/2024
1549,517,3,1,3/12/2024,4/3/2024
1550,517,3,0,3/29/2024,3/30/2024
1551,517,6,0,4/6/2024,3/31/2024
1552,518,6,1,3/24/2024,4/4/2024
1553,518,1,0,3/10/2024,4/1/2024
1554,518,4,1,4/5/2024,4/1/2024
1555,519,4,0,4/5/2024,4/6/2024
1556,519,5,1,3/17/2024,4/1/2024
1557,519,5,0,3/20/2024,3/29/2024
1558,520,5,1,3/11/2024,3/31/2024
1559,520,4,0,3/19/2024,4/2/2024
1560,520,2,0,3/29/2024,4/2/2024
1561,521,2,0,4/3/2024,3/29/2024
1562,521,6,1,4/2/2024,4/4/2024
1563,521,2,1,3/13/2024,4/1/2024
1564,522,6,0,3/12/2024,4/6/2024
1565,522,3,1,3/20/2024,4/5/2024
1566,522,4,1,3/29/2024,4/6/2024
1567,523,2,1,3/12/2024,4/4/2024
1568,523,4,1,3/16/2024,3/30/2024
1569,523,1,0,4/2/2024,3/29/2024
1570,524,3,1,3/16/2024,4/6/2024
1571,524,1,1,3/12/2024,4/1/2024
1572,524,5,1,3/11/2024,4/3/2024
1573,525,1,0,3/28/2024,3/30/2024
1574,525,3,1,4/5/2024,4/2/2024
1575,525,5,0,3/30/2024,3/31/2024
1576,526,6,0,3/12/2024,4/2/2024
1577,526,2,1,3/28/2024,4/4/2024
1578,526,3,0,4/5/2024,4/4/2024
1579,527,6,0,3/13/2024,4/3/2024
1580,527,5,0,3/17/2024,3/31/2024
1581,527,1,0,3/12/2024,4/2/2024
1582,528,2,1,3/25/2024,4/3/2024
1583,528,5,0,3/11/2024,4/3/2024
1584,528,6,0,3/15/2024,3/30/2024
1585,529,3,1,3/15/2024,3/29/2024
1586,529,1,0,3/18/2024,4/5/2024
1587,529,1,1,3/23/2024,3/31/2024
1588,530,2,0,3/22/2024,4/5/2024
1589,530,1,1,3/18/2024,3/29/2024
1590,530,4,1,3/11/2024,3/30/2024
1591,531,6,0,4/2/2024,4/1/2024
1592,531,1,1,3/16/2024,4/1/2024
1593,531,5,1,3/19/2024,4/6/2024
1594,532,4,1,3/22/2024,4/1/2024
1595,532,4,0,3/12/2024,4/2/2024
1596,532,4,0,3/27/2024,3/30/2024
1597,533,2,0,3/12/2024,4/3/2024
1598,533,5,0,3/19/2024,4/4/2024
1599,533,4,1,4/5/2024,4/5/2024
1600,534,6,1,4/6/2024,4/4/2024
1601,534,5,1,3/13/2024,4/5/2024
1602,534,1,0,3/16/2024,4/6/2024
1603,535,1,1,4/2/2024,4/5/2024
1604,535,5,0,4/1/2024,4/3/2024
1605,535,1,1,3/10/2024,3/31/2024
1606,536,1,0,3/13/2024,3/31/2024
1607,536,5,0,3/14/2024,4/4/2024
1608,536,2,1,3/15/2024,4/5/2024
1609,537,5,1,3/14/2024,4/2/2024
1610,537,6,1,3/24/2024,4/6/2024
1611,537,1,1,4/6/2024,4/2/2024
1612,538,4,0,4/6/2024,3/30/2024
1613,538,6,0,3/22/2024,4/4/2024
1614,538,1,1,3/21/2024,4/3/2024
1615,539,4,1,3/15/2024,4/1/2024
1616,539,5,0,4/3/2024,4/5/2024
1617,539,3,1,3/29/2024,3/31/2024
1618,540,2,1,3/23/2024,3/29/2024
1619,540,1,0,3/26/2024,4/1/2024
1620,540,3,1,3/13/2024,3/31/2024
1621,541,4,0,3/30/2024,4/5/2024
1622,541,3,1,3/10/2024,4/2/2024
1623,541,3,1,3/22/2024,4/4/2024
1624,542,3,0,3/31/2024,4/6/2024
1625,542,5,0,3/20/2024,3/29/2024
1626,542,4,0,3/24/2024,4/5/2024
1627,543,2,1,3/11/2024,4/6/2024
1628,543,3,1,3/29/2024,4/3/2024
1629,543,4,0,3/13/2024,4/6/2024
1630,544,4,1,4/2/2024,4/6/2024
1631,544,4,0,3/18/2024,4/6/2024
1632,544,3,1,4/1/2024,4/2/2024
1633,545,4,1,3/23/2024,4/1/2024
1634,545,2,1,3/26/2024,4/1/2024
1635,545,2,0,3/23/2024,4/6/2024
1636,546,1,1,3/23/2024,4/3/2024
1637,546,2,1,3/30/2024,4/3/2024
1638,546,3,1,3/21/2024,3/30/2024
1639,547,2,0,3/11/2024,4/2/2024
1640,547,5,1,3/21/2024,3/31/2024
1641,547,6,1,3/19/2024,3/31/2024
1642,548,3,0,4/3/2024,3/30/2024
1643,548,3,1,3/11/2024,4/3/2024
1644,548,2,0,3/24/2024,3/30/2024
1645,549,2,1,4/5/2024,4/6/2024
1646,549,5,0,3/18/2024,4/2/2024
1647,549,6,0,3/18/2024,4/1/2024
1648,550,3,1,3/30/2024,4/3/2024
1649,550,1,0,3/9/2024,4/1/2024
1650,550,4,1,3/19/2024,4/5/2024
1651,551,5,1,3/21/2024,3/30/2024
1652,551,2,1,4/4/2024,4/5/2024
1653,551,4,1,3/30/2024,4/6/2024
1654,552,4,1,3/10/2024,4/1/2024
1655,552,3,0,3/15/2024,3/30/2024
1656,552,2,1,3/10/2024,3/31/2024
1657,553,4,0,3/16/2024,4/2/2024
1658,553,5,0,3/20/2024,4/2/2024
1659,553,1,0,3/24/2024,3/30/2024
1660,554,2,1,3/14/2024,3/29/2024
1661,554,5,1,4/4/2024,4/5/2024
1662,554,2,1,3/29/2024,3/31/2024
1663,555,6,1,3/22/2024,4/3/2024
1664,555,3,0,3/14/2024,3/31/2024
1665,555,4,0,3/26/2024,4/2/2024
1666,556,4,1,3/9/2024,4/5/2024
1667,556,4,1,3/11/2024,4/3/2024
1668,556,2,0,3/31/2024,4/2/2024
1669,557,3,0,3/17/2024,4/5/2024
1670,557,2,1,4/6/2024,4/2/2024
1671,557,3,1,3/22/2024,3/31/2024
1672,558,1,0,4/1/2024,4/3/2024
1673,558,4,0,3/10/2024,3/31/2024
1674,558,4,0,3/27/2024,4/5/2024
1675,559,4,0,3/26/2024,3/30/2024
1676,559,5,1,4/2/2024,4/5/2024
1677,559,1,1,3/20/2024,4/3/2024
1678,560,6,1,3/26/2024,4/2/2024
1679,560,4,0,3/13/2024,3/29/2024
1680,560,3,0,3/31/2024,4/3/2024
1681,561,1,1,4/3/2024,4/5/2024
1682,561,2,1,3/29/2024,4/4/2024
1683,561,1,1,3/13/2024,3/31/2024
1684,562,6,1,4/3/2024,4/3/2024
1685,562,4,1,3/15/2024,4/5/2024
1686,562,1,1,3/19/2024,4/5/2024
1687,563,3,0,3/11/2024,4/2/2024
1688,563,4,0,3/27/2024,4/5/2024
1689,563,6,1,3/10/2024,4/6/2024
1690,564,4,0,4/1/2024,3/30/2024
1691,564,3,0,3/26/2024,4/2/2024
1692,564,2,0,3/25/2024,4/1/2024
1693,565,6,0,3/9/2024,3/29/2024
1694,565,3,0,4/6/2024,3/30/2024
1695,565,6,0,3/18/2024,4/1/2024
1696,566,4,1,4/5/2024,3/30/2024
1697,566,6,0,3/23/2024,4/6/2024
1698,566,3,1,3/12/2024,3/29/2024
1699,567,1,1,3/18/2024,4/1/2024
1700,567,6,0,4/5/2024,3/30/2024
1701,567,4,1,3/29/2024,4/3/2024
1702,568,2,0,3/18/2024,4/4/2024
1703,568,5,1,3/14/2024,3/31/2024
1704,568,6,1,3/15/2024,3/31/2024
1705,569,4,0,4/4/2024,4/1/2024
1706,569,4,1,3/14/2024,3/31/2024
1707,569,3,0,3/11/2024,4/3/2024
1708,570,3,0,4/4/2024,4/3/2024
1709,570,2,1,3/11/2024,4/1/2024
1710,570,3,0,3/17/2024,4/6/2024
1711,571,1,0,4/6/2024,4/6/2024
1712,571,3,1,4/2/2024,4/6/2024
1713,571,1,1,3/14/2024,3/30/2024
1714,572,2,0,3/22/2024,4/4/2024
1715,572,3,0,3/18/2024,4/3/2024
1716,572,5,0,3/17/2024,3/30/2024
1717,573,3,0,4/3/2024,4/2/2024
1718,573,4,0,3/21/2024,4/6/2024
1719,573,3,1,3/10/2024,3/29/2024
1720,574,5,0,4/5/2024,4/4/2024
1721,574,2,1,3/27/2024,4/5/2024
1722,574,2,0,3/19/2024,4/3/2024
1723,575,1,0,3/13/2024,4/4/2024
1724,575,6,1,3/10/2024,4/4/2024
1725,575,1,0,3/16/2024,4/4/2024
1726,576,5,1,3/23/2024,4/1/2024
1727,576,1,1,3/14/2024,4/3/2024
1728,576,1,1,3/23/2024,4/6/2024
1729,577,5,1,4/1/2024,3/30/2024
1730,577,2,0,3/20/2024,4/1/2024
1731,577,4,1,3/20/2024,4/2/2024
1732,578,5,0,3/15/2024,3/31/2024
1733,578,2,1,3/18/2024,4/5/2024
1734,578,2,1,3/24/2024,4/1/2024
1735,579,1,1,3/27/2024,4/4/2024
1736,579,5,1,3/19/2024,3/30/2024
1737,579,2,1,3/17/2024,3/29/2024
1738,580,3,1,4/3/2024,4/6/2024
1739,580,6,1,3/22/2024,3/29/2024
1740,580,5,1,3/17/2024,4/2/2024
1741,581,2,1,3/20/2024,3/29/2024
1742,581,5,0,4/4/2024,4/5/2024
1743,581,4,1,4/1/2024,4/5/2024
1744,582,3,0,3/28/2024,4/4/2024
1745,582,1,1,3/26/2024,4/4/2024
1746,582,3,0,4/1/2024,4/3/2024
1747,583,4,1,3/25/2024,4/4/2024
1748,583,1,1,3/13/2024,4/4/2024
1749,583,2,1,3/26/2024,4/5/2024
1750,584,3,0,3/30/2024,4/3/2024
1751,584,2,1,3/24/2024,4/3/2024
1752,584,3,1,4/3/2024,4/2/2024
1753,585,4,0,3/12/2024,4/5/2024
1754,585,2,0,3/24/2024,4/5/2024
1755,585,2,1,4/5/2024,4/1/2024
1756,586,5,1,3/10/2024,4/3/2024
1757,586,6,0,4/6/2024,3/30/2024
1758,586,3,0,3/23/2024,4/6/2024
1759,587,4,1,3/27/2024,3/30/2024
1760,587,2,1,3/14/2024,3/30/2024
1761,587,4,0,4/3/2024,4/1/2024
1762,588,2,0,4/1/2024,3/29/2024
1763,588,1,0,3/19/2024,3/30/2024
1764,588,4,0,4/5/2024,4/3/2024
1765,589,5,0,3/13/2024,4/6/2024
1766,589,5,1,3/14/2024,4/2/2024
1767,589,5,0,3/15/2024,4/6/2024
1768,590,1,1,3/14/2024,4/4/2024
1769,590,6,1,3/30/2024,4/2/2024
1770,590,2,1,4/3/2024,3/29/2024
1771,591,3,1,3/31/2024,4/6/2024
1772,591,4,1,3/20/2024,3/29/2024
1773,591,5,1,3/10/2024,4/2/2024
1774,592,4,0,3/22/2024,4/6/2024
1775,592,5,1,3/19/2024,4/6/2024
1776,592,2,0,3/12/2024,3/29/2024
1777,593,3,1,3/10/2024,3/30/2024
1778,593,4,0,3/11/2024,3/31/2024
1779,593,2,0,3/17/2024,4/2/2024
1780,594,3,1,3/13/2024,3/29/2024
1781,594,2,1,3/23/2024,4/2/2024
1782,594,1,0,4/2/2024,3/31/2024
1783,595,2,0,3/23/2024,4/5/2024
1784,595,6,0,4/4/2024,4/3/2024
1785,595,4,1,4/6/2024,3/31/2024
1786,596,6,0,3/17/2024,3/29/2024
1787,596,6,0,3/31/2024,4/2/2024
1788,596,2,0,3/30/2024,4/4/2024
1789,597,3,1,3/26/2024,3/30/2024
1790,597,5,0,3/21/2024,4/4/2024
1791,597,3,0,4/5/2024,4/4/2024
1792,598,4,0,3/18/2024,4/6/2024
1793,598,5,1,3/22/2024,4/1/2024
1794,598,6,1,4/6/2024,4/1/2024
1795,599,2,0,3/27/2024,4/5/2024
1796,599,3,1,3/19/2024,4/6/2024
1797,599,2,1,4/3/2024,4/1/2024
1798,600,3,0,3/16/2024,4/3/2024
1799,600,5,0,3/31/2024,4/5/2024
1800,600,5,1,3/29/2024,4/3/2024
1801,601,4,0,3/29/2024,4/4/2024
1802,601,6,0,3/17/2024,4/5/2024
1803,601,6,1,3/20/2024,3/29/2024
1804,602,4,1,4/2/2024,3/30/2024
1805,602,6,0,3/28/2024,4/5/2024
1806,602,3,1,3/16/2024,3/31/2024
1807,603,5,0,3/31/2024,3/31/2024
1808,603,4,0,3/25/2024,3/31/2024
1809,603,3,1,3/11/2024,3/29/2024
1810,604,2,1,3/19/2024,4/3/2024
1811,604,5,1,3/22/2024,3/30/2024
1812,604,1,1,4/1/2024,4/3/2024
1813,605,5,0,3/26/2024,3/31/2024
1814,605,2,0,3/25/2024,3/31/2024
1815,605,2,1,3/10/2024,4/4/2024
1816,606,5,0,3/27/2024,4/1/2024
1817,606,2,1,3/15/2024,4/3/2024
1818,606,3,0,3/24/2024,4/1/2024
1819,607,2,1,3/21/2024,4/2/2024
1820,607,1,1,3/28/2024,4/5/2024
1821,607,6,1,4/3/2024,4/4/2024
1822,608,5,0,3/31/2024,3/31/2024
1823,608,2,1,3/20/2024,4/5/2024
1824,608,3,0,4/4/2024,4/5/2024
1825,609,1,1,3/19/2024,3/31/2024
1826,609,4,0,3/10/2024,3/31/2024
1827,609,3,0,4/3/2024,4/6/2024
1828,610,6,0,3/31/2024,4/5/2024
1829,610,1,1,3/24/2024,4/6/2024
1830,610,5,0,3/9/2024,3/29/2024
1831,611,2,1,3/30/2024,3/31/2024
1832,611,5,0,3/17/2024,3/29/2024
1833,611,6,1,3/23/2024,4/6/2024
1834,612,6,0,3/20/2024,4/2/2024
1835,612,6,0,4/1/2024,3/31/2024
1836,612,4,1,3/19/2024,4/4/2024
1837,613,5,0,3/10/2024,3/31/2024
1838,613,2,1,3/19/2024,3/30/2024
1839,613,5,1,3/9/2024,3/31/2024
1840,614,5,1,4/6/2024,4/6/2024
1841,614,6,0,3/24/2024,4/5/2024
1842,614,4,1,3/30/2024,4/5/2024
1843,615,3,0,3/24/2024,3/29/2024
1844,615,6,1,3/11/2024,4/1/2024
1845,615,6,0,3/23/2024,4/6/2024
1846,616,2,0,3/19/2024,4/3/2024
1847,616,2,0,3/18/2024,4/6/2024
1848,616,2,0,3/24/2024,4/5/2024
1849,617,1,0,3/29/2024,3/29/2024
1850,617,2,1,3/29/2024,3/29/2024
1851,617,3,1,3/26/2024,4/3/2024
1852,618,4,0,3/18/2024,3/29/2024
1853,618,6,0,3/21/2024,4/3/2024
1854,618,1,0,3/28/2024,4/3/2024
1855,619,3,0,3/23/2024,3/30/2024
1856,619,5,1,4/5/2024,4/6/2024
1857,619,3,0,3/17/2024,3/31/2024
1858,620,1,1,3/19/2024,4/3/2024
1859,620,2,1,3/11/2024,4/4/2024
1860,620,4,0,3/24/2024,4/2/2024
1861,621,4,1,4/1/2024,4/4/2024
1862,621,6,0,3/12/2024,3/30/2024
1863,621,6,1,3/24/2024,4/2/2024
1864,622,5,0,3/13/2024,4/1/2024
1865,622,1,1,3/27/2024,4/5/2024
1866,622,5,0,3/15/2024,3/31/2024
1867,623,1,0,4/2/2024,4/5/2024
1868,623,2,0,3/17/2024,4/1/2024
1869,623,6,1,3/16/2024,4/3/2024
1870,624,4,0,3/21/2024,4/3/2024
1871,624,6,1,3/9/2024,4/5/2024
1872,624,4,0,4/6/2024,4/1/2024
1873,625,4,0,3/20/2024,4/2/2024
1874,625,5,0,4/4/2024,4/2/2024
1875,625,1,0,3/16/2024,4/6/2024
1876,626,2,0,3/11/2024,3/29/2024
1877,626,4,0,3/27/2024,4/5/2024
1878,626,4,1,3/20/2024,4/2/2024
1879,627,5,1,3/16/2024,4/1/2024
1880,627,2,0,3/13/2024,3/30/2024
1881,627,4,0,3/9/2024,3/29/2024
1882,628,3,1,4/6/2024,4/4/2024
1883,628,3,1,3/10/2024,4/1/2024
1884,628,6,1,3/24/2024,4/4/2024
1885,629,6,0,3/19/2024,4/3/2024
1886,629,5,0,3/20/2024,3/29/2024
1887,629,3,0,3/22/2024,4/4/2024
1888,630,1,1,3/12/2024,3/31/2024
1889,630,5,1,3/17/2024,4/6/2024
1890,630,1,1,3/11/2024,3/30/2024
1891,631,4,0,3/20/2024,4/1/2024
1892,631,6,0,3/10/2024,3/30/2024
1893,631,2,0,3/22/2024,3/31/2024
1894,632,6,1,3/29/2024,4/2/2024
1895,632,5,1,3/22/2024,4/2/2024
1896,632,2,1,3/9/2024,3/29/2024
1897,633,1,0,3/27/2024,4/1/2024
1898,633,5,1,3/21/2024,4/4/2024
1899,633,6,0,3/22/2024,4/5/2024
1900,634,3,1,3/9/2024,4/1/2024
1901,634,1,0,3/9/2024,4/4/2024
1902,634,3,1,3/18/2024,4/2/2024
1903,635,2,0,3/13/2024,3/31/2024
1904,635,1,1,3/23/2024,4/2/2024
1905,635,6,0,4/2/2024,4/1/2024
1906,636,5,0,3/19/2024,4/3/2024
1907,636,3,1,3/14/2024,4/6/2024
1908,636,3,1,3/26/2024,4/4/2024
1909,637,3,1,4/4/2024,3/31/2024
1910,637,2,1,3/13/2024,4/2/2024
1911,637,1,1,3/11/2024,4/5/2024
1912,638,1,0,3/15/2024,3/29/2024
1913,638,4,0,3/29/2024,3/29/2024
1914,638,1,1,3/18/2024,4/4/2024
1915,639,4,0,3/14/2024,4/4/2024
1916,639,4,0,4/6/2024,3/29/2024
1917,639,5,0,4/4/2024,4/6/2024
1918,640,2,1,3/30/2024,4/3/2024
1919,640,5,1,4/4/2024,3/31/2024
1920,640,5,0,3/24/2024,4/3/2024
1921,641,3,0,3/29/2024,4/4/2024
1922,641,6,1,3/20/2024,3/30/2024
1923,641,5,1,3/24/2024,3/30/2024
1924,642,2,1,4/2/2024,4/2/2024
1925,642,4,1,3/18/2024,3/31/2024
1926,642,3,0,3/10/2024,4/5/2024
1927,643,1,0,3/30/2024,4/5/2024
1928,643,4,0,3/15/2024,4/5/2024
1929,643,2,1,3/19/2024,4/3/2024
1930,644,5,1,3/11/2024,3/30/2024
1931,644,1,1,3/11/2024,3/30/2024
1932,644,6,1,3/24/2024,4/5/2024
1933,645,2,1,3/29/2024,3/31/2024
1934,645,5,0,4/4/2024,3/31/2024
1935,645,1,0,4/1/2024,4/2/2024
1936,646,1,0,4/3/2024,3/31/2024
1937,646,5,0,4/1/2024,3/31/2024
1938,646,2,0,3/24/2024,3/29/2024
1939,647,2,1,3/25/2024,4/2/2024
1940,647,6,0,4/5/2024,3/31/2024
1941,647,5,1,3/12/2024,4/5/2024
1942,648,3,0,4/2/2024,3/31/2024
1943,648,1,0,3/10/2024,4/3/2024
1944,648,1,0,3/19/2024,4/5/2024
1945,649,2,1,4/6/2024,4/1/2024
1946,649,3,1,3/11/2024,3/29/2024
1947,649,2,0,3/26/2024,4/3/2024
1948,650,2,1,3/20/2024,3/30/2024
1949,650,1,1,3/21/2024,4/4/2024
1950,650,5,0,4/4/2024,3/29/2024
1951,651,5,1,3/31/2024,4/4/2024
1952,651,4,1,4/3/2024,4/1/2024
1953,651,5,1,4/4/2024,4/5/2024
1954,652,4,1,3/9/2024,4/6/2024
1955,652,1,1,3/14/2024,3/29/2024
1956,652,1,0,3/27/2024,4/3/2024
1957,653,4,0,3/15/2024,4/4/2024
1958,653,3,0,3/30/2024,4/5/2024
1959,653,5,1,4/3/2024,4/6/2024
1960,654,1,1,3/18/2024,4/3/2024
1961,654,2,0,3/28/2024,4/6/2024
1962,654,2,0,4/1/2024,4/3/2024
1963,655,4,0,4/3/2024,4/6/2024
1964,655,6,0,3/21/2024,4/1/2024
1965,655,6,0,3/28/2024,4/5/2024
1966,656,2,1,3/24/2024,4/2/2024
1967,656,3,0,3/13/2024,4/1/2024
1968,656,1,1,3/31/2024,4/5/2024
1969,657,5,1,4/2/2024,3/30/2024
1970,657,5,1,3/31/2024,4/3/2024
1971,657,6,0,3/24/2024,4/6/2024
1972,658,6,0,4/3/2024,4/6/2024
1973,658,4,0,3/22/2024,4/1/2024
1974,658,3,1,4/1/2024,4/3/2024
1975,659,4,1,3/29/2024,4/2/2024
1976,659,4,0,3/17/2024,3/30/2024
1977,659,3,0,3/31/2024,3/30/2024
1978,660,6,1,3/17/2024,4/1/2024
1979,660,5,1,3/29/2024,4/6/2024
1980,660,4,1,3/16/2024,4/6/2024
1981,661,5,0,3/24/2024,4/3/2024
1982,661,1,0,3/14/2024,4/1/2024
1983,661,4,1,3/24/2024,4/5/2024
1984,662,3,0,4/2/2024,3/29/2024
1985,662,6,1,3/26/2024,3/29/2024
1986,662,5,0,3/28/2024,4/1/2024
1987,663,4,0,3/23/2024,3/29/2024
1988,663,1,0,4/1/2024,4/3/2024
1989,663,2,1,3/15/2024,3/30/2024
1990,664,5,1,3/14/2024,4/1/2024
1991,664,5,0,3/30/2024,4/6/2024
1992,664,6,1,4/2/2024,4/1/2024
1993,665,3,0,3/26/2024,4/3/2024
1994,665,3,0,4/3/2024,3/30/2024
1995,665,2,0,3/30/2024,4/1/2024
1996,666,3,1,3/24/2024,4/1/2024
1997,666,6,0,3/21/2024,4/2/2024
1998,666,5,0,3/15/2024,4/2/2024
1999,667,2,0,3/26/2024,4/5/2024
2000,667,5,1,3/16/2024,4/6/2024
2001,667,3,0,3/13/2024,4/4/2024
2002,668,5,1,3/23/2024,3/30/2024
2003,668,3,0,3/24/2024,3/31/2024
2004,668,2,1,3/17/2024,4/1/2024
2005,669,3,0,3/22/2024,4/6/2024
2006,669,1,1,4/2/2024,3/31/2024
2007,669,1,1,3/20/2024,4/4/2024
2008,670,1,0,3/21/2024,4/5/2024
2009,670,6,1,3/30/2024,3/31/2024
2010,670,1,0,3/15/2024,3/30/2024
2011,671,5,1,3/19/2024,4/6/2024
2012,671,4,1,3/14/2024,3/31/2024
2013,671,1,1,3/24/2024,3/30/2024
2014,672,3,0,3/14/2024,3/30/2024
2015,672,4,0,3/24/2024,3/30/2024
2016,672,4,0,3/28/2024,3/30/2024
2017,673,4,0,3/23/2024,3/30/2024
2018,673,3,0,3/22/2024,3/31/2024
2019,673,5,0,3/21/2024,3/29/2024
2020,674,1,1,3/25/2024,4/4/2024
2021,674,6,1,3/17/2024,3/29/2024
2022,674,3,1,3/30/2024,4/2/2024
2023,675,6,0,3/19/2024,4/4/2024
2024,675,5,0,3/27/2024,3/31/2024
2025,675,3,1,4/5/2024,4/4/2024
2026,676,2,0,3/15/2024,4/6/2024
2027,676,4,1,3/14/2024,4/4/2024
2028,676,4,0,3/21/2024,4/2/2024
2029,677,3,0,3/9/2024,3/29/2024
2030,677,1,1,3/13/2024,3/30/2024
2031,677,5,1,4/2/2024,3/29/2024
2032,678,4,1,4/3/2024,3/30/2024
2033,678,5,0,3/9/2024,3/30/2024
2034,678,4,1,3/12/2024,3/30/2024
2035,679,6,1,3/30/2024,4/1/2024
2036,679,3,0,3/17/2024,4/6/2024
2037,679,5,1,3/22/2024,4/1/2024
2038,680,1,0,3/13/2024,4/4/2024
2039,680,3,1,3/31/2024,4/2/2024
2040,680,5,0,3/29/2024,3/29/2024
2041,681,1,1,3/20/2024,3/31/2024
2042,681,2,0,3/19/2024,4/6/2024
2043,681,4,0,3/11/2024,3/30/2024
2044,682,5,1,3/12/2024,4/2/2024
2045,682,1,1,3/16/2024,4/1/2024
2046,682,4,0,3/15/2024,3/31/2024
2047,683,4,0,4/5/2024,3/31/2024
2048,683,1,0,3/17/2024,4/2/2024
2049,683,4,1,3/13/2024,3/30/2024
2050,684,5,1,3/20/2024,3/31/2024
2051,684,4,0,3/28/2024,4/6/2024
2052,684,4,0,3/9/2024,3/29/2024
2053,685,3,1,3/12/2024,4/1/2024
2054,685,6,1,3/29/2024,4/5/2024
2055,685,1,1,4/4/2024,3/29/2024
2056,686,1,1,3/19/2024,3/31/2024
2057,686,2,1,3/24/2024,4/2/2024
2058,686,3,1,3/9/2024,3/29/2024
2059,687,3,1,4/4/2024,3/30/2024
2060,687,4,0,4/1/2024,4/5/2024
2061,687,2,1,4/4/2024,4/3/2024
2062,688,2,1,3/22/2024,3/31/2024
2063,688,1,1,4/6/2024,3/29/2024
2064,688,5,1,3/10/2024,4/3/2024
2065,689,3,1,3/17/2024,4/5/2024
2066,689,4,0,3/23/2024,3/29/2024
2067,689,4,1,4/1/2024,3/30/2024
2068,690,2,1,3/17/2024,4/3/2024
2069,690,2,0,3/31/2024,4/4/2024
2070,690,2,1,4/5/2024,4/2/2024
2071,691,5,0,3/31/2024,4/2/2024
2072,691,1,1,3/23/2024,3/30/2024
2073,691,5,0,3/31/2024,4/2/2024
2074,692,5,0,3/14/2024,3/29/2024
2075,692,6,0,3/17/2024,3/31/2024
2076,692,6,1,4/2/2024,4/4/2024
2077,693,3,1,4/4/2024,4/4/2024
2078,693,3,1,3/31/2024,3/31/2024
2079,693,6,1,3/15/2024,4/5/2024
2080,694,1,0,3/15/2024,4/4/2024
2081,694,3,1,3/13/2024,4/6/2024
2082,694,1,1,3/21/2024,3/31/2024
