Id,EmployeeId,ProposalId,CustomerId,DealershipCarId,LeaseSignDate,LeaseStartDate,LeaseEndDate,LeaseUniqueNumber,TotalPrice,Description,CreateDate,UpdateDate
481,1,7,1328,4644,6/14/2021,7/8/2021,10/12/2021,481,33207.27,Empty Description ,9/30/2023,9/30/2023
482,7,8,12455,9124,9/24/2021,10/16/2021,10/8/2022,482,19487.32,Empty Description ,7/2/2023,7/2/2023
483,9,7,27024,9816,5/29/2022,6/5/2022,4/12/2023,483,18186.58,Empty Description ,3/22/2024,3/22/2024
484,9,3,6249,7681,6/10/2021,7/6/2021,3/1/2022,484,12521.42,Empty Description ,5/4/2022,5/4/2022
485,9,8,27852,2498,10/31/2022,11/18/2022,4/29/2023,485,43853.09,Empty Description ,9/22/2023,9/22/2023
486,1,10,21191,8327,5/17/2022,6/13/2022,10/1/2022,486,19997.2,Empty Description ,8/8/2021,8/8/2021
487,9,4,21432,7304,8/3/2023,8/4/2023,4/17/2024,487,36939.54,Empty Description ,6/5/2022,6/5/2022
488,3,2,9587,4595,11/22/2022,12/17/2022,7/12/2023,488,35390.12,Empty Description ,8/25/2023,8/25/2023
489,10,6,17444,8589,11/27/2023,12/4/2023,9/26/2024,489,45771.73,Empty Description ,5/26/2021,5/26/2021
490,9,1,2135,5415,1/21/2022,1/22/2022,11/29/2022,490,38974.37,Empty Description ,5/24/2022,5/24/2022
491,2,2,5113,3808,6/8/2022,6/12/2022,4/20/2023,491,35406.79,Empty Description ,8/2/2021,8/2/2021
492,1,8,22700,7207,9/7/2021,10/1/2021,1/18/2022,492,41543.24,Empty Description ,5/27/2022,5/27/2022
493,1,6,21068,13,5/2/2022,5/16/2022,3/6/2023,493,39062.4,Empty Description ,6/2/2023,6/2/2023
494,1,4,6411,8982,10/20/2023,11/16/2023,8/30/2024,494,29092.6,Empty Description ,6/3/2021,6/3/2021
495,10,6,18496,959,11/11/2023,11/22/2023,3/11/2024,495,45780.78,Empty Description ,12/11/2022,12/11/2022
496,1,8,5925,2246,6/6/2021,6/30/2021,10/12/2021,496,49043.34,Empty Description ,2/27/2022,2/27/2022
497,8,7,2967,3921,4/28/2022,4/29/2022,3/26/2023,497,27030.76,Empty Description ,10/19/2021,10/19/2021
498,2,10,8849,3307,3/20/2023,3/21/2023,2/4/2024,498,19870.62,Empty Description ,9/19/2021,9/19/2021
499,1,2,3323,3895,12/7/2022,12/10/2022,5/14/2023,499,4164.41,Empty Description ,4/11/2021,4/11/2021
500,10,2,11498,6006,7/7/2021,7/11/2021,10/25/2021,500,27974.62,Empty Description ,11/27/2021,11/27/2021
501,10,5,20018,7440,12/26/2022,1/14/2023,5/3/2023,501,40008.63,Empty Description ,5/26/2022,5/26/2022
502,8,2,8827,7921,2/9/2024,3/4/2024,7/24/2024,502,41068.71,Empty Description ,8/12/2021,8/12/2021
503,3,9,13950,399,3/28/2024,4/7/2024,11/10/2024,503,30956.71,Empty Description ,9/26/2022,9/26/2022
504,8,3,19925,9737,10/3/2021,10/29/2021,7/24/2022,504,34789.47,Empty Description ,8/29/2023,8/29/2023
505,3,9,5851,8338,8/11/2022,9/6/2022,1/22/2023,505,36638.81,Empty Description ,5/17/2022,5/17/2022
506,10,4,18221,7557,8/21/2022,9/16/2022,8/19/2023,506,2598.61,Empty Description ,3/13/2023,3/13/2023
507,7,6,25863,7003,2/16/2024,3/14/2024,11/7/2024,507,6570.8,Empty Description ,1/12/2024,1/12/2024
508,2,9,24750,4450,1/31/2022,2/27/2022,9/22/2022,508,33386.59,Empty Description ,3/16/2022,3/16/2022
509,7,6,25281,9908,6/22/2021,7/13/2021,11/1/2021,509,27795.99,Empty Description ,2/3/2024,2/3/2024
510,3,2,542,4125,10/16/2021,11/5/2021,5/19/2022,510,43666.72,Empty Description ,1/30/2022,1/30/2022
511,6,5,12875,1331,7/28/2022,8/9/2022,7/30/2023,511,4363.13,Empty Description ,10/28/2021,10/28/2021
512,6,2,14489,3239,1/22/2024,2/7/2024,12/26/2024,512,42268.64,Empty Description ,10/1/2021,10/1/2021
513,3,8,5717,9814,2/1/2022,2/8/2022,6/23/2022,513,45513.77,Empty Description ,4/5/2023,4/5/2023
514,4,10,5845,3495,10/26/2022,10/31/2022,3/17/2023,514,42213.15,Empty Description ,8/29/2022,8/29/2022
515,1,10,24517,8623,8/6/2021,8/29/2021,8/23/2022,515,3680.45,Empty Description ,10/18/2023,10/18/2023
516,8,4,23733,9307,8/18/2023,8/26/2023,6/6/2024,516,35679.97,Empty Description ,1/30/2023,1/30/2023
517,1,8,29822,1688,1/19/2022,2/14/2022,7/9/2022,517,4944.58,Empty Description ,6/2/2021,6/2/2021
518,10,6,22572,7494,3/17/2024,4/7/2024,9/7/2024,518,32616.96,Empty Description ,10/28/2021,10/28/2021
519,6,9,14749,5377,5/26/2021,6/20/2021,2/13/2022,519,2884.7,Empty Description ,11/14/2022,11/14/2022
520,1,10,4696,1383,5/7/2023,5/25/2023,4/6/2024,520,26504.9,Empty Description ,12/22/2022,12/22/2022
521,9,4,14914,1433,4/14/2022,4/17/2022,12/10/2022,521,21797.43,Empty Description ,12/3/2023,12/3/2023
522,4,6,11367,6453,12/28/2023,12/31/2023,11/27/2024,522,9340.6,Empty Description ,12/10/2022,12/10/2022
523,3,4,1172,4478,1/18/2023,1/24/2023,12/15/2023,523,20080.22,Empty Description ,5/28/2023,5/28/2023
524,1,8,27263,8476,7/15/2023,8/6/2023,11/13/2023,524,22469.94,Empty Description ,10/26/2022,10/26/2022
525,6,2,13629,8256,2/9/2023,2/21/2023,8/17/2023,525,46242.66,Empty Description ,1/27/2023,1/27/2023
526,10,2,27177,6628,5/30/2021,6/12/2021,10/30/2021,526,30511.23,Empty Description ,10/31/2022,10/31/2022
527,5,4,12548,681,2/26/2024,3/17/2024,9/26/2024,527,22055.5,Empty Description ,5/14/2021,5/14/2021
528,7,5,29494,6647,8/11/2023,8/22/2023,6/1/2024,528,39725.7,Empty Description ,9/10/2021,9/10/2021
529,7,7,405,709,3/6/2022,3/8/2022,10/25/2022,529,35054.58,Empty Description ,2/26/2023,2/26/2023
530,7,2,28405,5744,11/8/2021,12/2/2021,8/21/2022,530,29343.52,Empty Description ,2/11/2022,2/11/2022
531,4,6,25905,8527,3/17/2024,3/24/2024,9/7/2024,531,31945.51,Empty Description ,7/1/2023,7/1/2023
532,9,4,7613,4802,11/1/2022,11/29/2022,9/8/2023,532,30429.67,Empty Description ,9/26/2021,9/26/2021
533,4,4,552,9145,9/16/2021,10/4/2021,4/16/2022,533,43583.52,Empty Description ,9/2/2021,9/2/2021
534,9,1,22952,2699,3/28/2023,4/6/2023,10/20/2023,534,15085.41,Empty Description ,10/9/2021,10/9/2021
535,2,5,5052,1475,1/15/2022,1/19/2022,7/6/2022,535,42313.38,Empty Description ,5/4/2023,5/4/2023
536,10,2,16031,2820,10/11/2021,10/18/2021,8/19/2022,536,24172.62,Empty Description ,1/24/2024,1/24/2024
537,2,9,16284,9479,12/4/2023,12/8/2023,5/9/2024,537,37724.61,Empty Description ,8/7/2021,8/7/2021
538,6,6,15233,8061,6/13/2023,6/22/2023,9/27/2023,538,13825.09,Empty Description ,7/20/2023,7/20/2023
539,7,1,27140,2931,6/17/2023,6/24/2023,10/9/2023,539,41612.4,Empty Description ,6/24/2021,6/24/2021
540,5,10,18788,9820,1/19/2022,1/20/2022,7/9/2022,540,47559.7,Empty Description ,1/3/2024,1/3/2024
541,1,4,17484,845,5/4/2023,5/17/2023,1/1/2024,541,39350.04,Empty Description ,2/3/2024,2/3/2024
542,10,3,16423,6491,1/27/2024,2/23/2024,11/10/2024,542,16522.3,Empty Description ,11/26/2023,11/26/2023
543,1,3,29080,6339,8/2/2021,8/28/2021,4/11/2022,543,7904.36,Empty Description ,8/3/2023,8/3/2023
544,8,4,3779,8093,1/17/2024,2/6/2024,11/8/2024,544,34087.13,Empty Description ,12/5/2022,12/5/2022
545,10,6,8972,4468,1/12/2024,1/16/2024,5/5/2024,545,37208.33,Empty Description ,5/25/2022,5/25/2022
546,6,5,21349,2769,11/9/2023,11/29/2023,10/14/2024,546,15371.65,Empty Description ,12/31/2023,12/31/2023
547,7,9,8994,3366,2/24/2022,3/6/2022,2/10/2023,547,6791.95,Empty Description ,8/25/2022,8/25/2022
548,2,6,8368,5683,9/20/2022,9/29/2022,3/19/2023,548,15301.62,Empty Description ,4/21/2022,4/21/2022
549,3,10,29690,2587,7/28/2022,8/15/2022,4/12/2023,549,27578.46,Empty Description ,2/2/2022,2/2/2022
550,3,7,9844,7742,3/24/2023,4/9/2023,2/2/2024,550,7156.94,Empty Description ,1/11/2023,1/11/2023
551,4,2,16703,3796,10/30/2022,11/5/2022,8/12/2023,551,227.1,Empty Description ,7/6/2022,7/6/2022
552,5,1,28562,5817,7/25/2022,8/21/2022,1/19/2023,552,20791.75,Empty Description ,11/10/2022,11/10/2022
553,2,3,18139,2304,8/4/2021,8/7/2021,1/25/2022,553,49092.31,Empty Description ,9/13/2022,9/13/2022
554,10,8,6583,6927,6/22/2022,7/10/2022,7/8/2023,554,26568.63,Empty Description ,10/14/2023,10/14/2023
555,5,7,1771,9767,5/28/2022,6/13/2022,1/28/2023,555,14030.17,Empty Description ,11/2/2022,11/2/2022
556,9,10,5236,8667,10/1/2021,10/25/2021,3/30/2022,556,38154.63,Empty Description ,5/29/2023,5/29/2023
557,5,4,19317,4558,12/24/2022,1/20/2023,7/20/2023,557,1292.14,Empty Description ,8/12/2021,8/12/2021
558,9,5,122,5760,3/5/2022,3/24/2022,9/16/2022,558,25701.3,Empty Description ,12/1/2022,12/1/2022
559,4,9,3470,5619,11/2/2023,11/7/2023,3/13/2024,559,42488.84,Empty Description ,5/11/2023,5/11/2023
560,8,4,27264,7355,7/22/2021,8/15/2021,1/14/2022,560,16885.46,Empty Description ,10/30/2021,10/30/2021
561,8,9,21158,2545,12/17/2023,1/1/2024,7/7/2024,561,45566.08,Empty Description ,3/25/2023,3/25/2023
562,1,9,26160,6479,10/26/2021,10/31/2021,5/23/2022,562,40788.49,Empty Description ,3/21/2022,3/21/2022
563,6,9,12878,8066,12/11/2022,12/13/2022,11/18/2023,563,25165.26,Empty Description ,2/22/2023,2/22/2023
564,3,6,18378,1631,7/13/2023,7/17/2023,12/5/2023,564,37723.97,Empty Description ,4/30/2023,4/30/2023
565,3,4,11286,4905,1/20/2022,2/9/2022,11/21/2022,565,26510.33,Empty Description ,7/31/2023,7/31/2023
566,10,9,26365,9150,8/12/2022,8/23/2022,6/5/2023,566,9792.55,Empty Description ,10/12/2023,10/12/2023
567,10,6,27815,7959,10/10/2023,10/11/2023,1/22/2024,567,14696.71,Empty Description ,2/6/2024,2/6/2024
568,1,5,26414,4524,4/30/2022,5/21/2022,3/19/2023,568,34209.44,Empty Description ,12/27/2023,12/27/2023
569,4,5,6860,9601,4/1/2024,4/14/2024,9/10/2024,569,29999.5,Empty Description ,3/6/2024,3/6/2024
570,4,10,2400,6624,9/19/2021,9/23/2021,1/19/2022,570,47475.19,Empty Description ,2/15/2022,2/15/2022
571,4,5,5121,2839,1/9/2022,1/22/2022,7/11/2022,571,11858.04,Empty Description ,10/5/2021,10/5/2021
572,10,6,122,1537,3/26/2022,4/5/2022,11/8/2022,572,36772.26,Empty Description ,3/4/2024,3/4/2024
573,8,10,21961,9834,6/15/2023,6/20/2023,1/1/2024,573,42130.19,Empty Description ,12/16/2023,12/16/2023
574,6,4,7045,183,2/13/2022,2/14/2022,9/1/2022,574,18088.5,Empty Description ,9/18/2021,9/18/2021
575,5,8,25124,2768,6/25/2022,7/23/2022,2/26/2023,575,3044.2,Empty Description ,6/21/2023,6/21/2023
576,8,10,29049,1556,11/17/2021,12/5/2021,4/29/2022,576,27246.52,Empty Description ,8/24/2021,8/24/2021
577,10,3,28714,2123,12/21/2021,1/19/2022,7/18/2022,577,11260.44,Empty Description ,7/11/2022,7/11/2022
578,4,10,21349,8813,5/7/2021,5/31/2021,1/28/2022,578,2104,Empty Description ,1/16/2024,1/16/2024
579,9,3,13976,5605,6/29/2022,7/4/2022,1/27/2023,579,21202.03,Empty Description ,12/17/2021,12/17/2021
580,1,10,465,5468,4/10/2021,5/3/2021,11/3/2021,580,22417.81,Empty Description ,8/6/2022,8/6/2022
581,1,5,20882,2262,3/15/2022,4/11/2022,9/15/2022,581,35765.95,Empty Description ,4/24/2021,4/24/2021
582,8,10,1763,7960,10/10/2021,10/12/2021,9/30/2022,582,15278.35,Empty Description ,3/25/2024,3/25/2024
583,9,6,25800,5462,5/26/2023,6/12/2023,10/9/2023,583,31487.85,Empty Description ,3/25/2022,3/25/2022
584,2,1,3639,2102,11/17/2021,12/10/2021,11/18/2022,584,35519.66,Empty Description ,6/11/2022,6/11/2022
585,2,8,16573,7454,12/3/2021,12/8/2021,4/22/2022,585,41800.54,Empty Description ,9/2/2023,9/2/2023
586,2,10,29468,7460,3/8/2023,3/23/2023,11/29/2023,586,43147.58,Empty Description ,8/31/2021,8/31/2021
587,1,10,7641,7939,8/24/2021,9/8/2021,12/28/2021,587,29353.05,Empty Description ,4/24/2023,4/24/2023
588,7,9,20307,3425,6/19/2021,7/10/2021,3/1/2022,588,42629.35,Empty Description ,11/27/2021,11/27/2021
589,8,7,22505,8912,7/3/2022,7/26/2022,4/10/2023,589,18995.64,Empty Description ,3/10/2022,3/10/2022
590,5,5,4822,9133,6/22/2023,7/7/2023,12/31/2023,590,45180.84,Empty Description ,6/18/2022,6/18/2022
591,1,10,7193,7371,4/4/2022,5/1/2022,1/16/2023,591,375.67,Empty Description ,4/14/2023,4/14/2023
592,3,3,24400,6515,12/25/2023,1/12/2024,4/16/2024,592,1009.79,Empty Description ,10/2/2023,10/2/2023
593,1,6,26806,9902,4/29/2022,5/28/2022,1/17/2023,593,38526.18,Empty Description ,9/24/2021,9/24/2021
594,7,5,24225,1769,10/31/2023,11/8/2023,9/1/2024,594,31032.41,Empty Description ,3/25/2023,3/25/2023
595,2,2,20646,9478,9/25/2022,10/8/2022,1/31/2023,595,44661.47,Empty Description ,8/23/2021,8/23/2021
596,8,8,190,7223,10/18/2021,11/3/2021,10/28/2022,596,19030.61,Empty Description ,3/14/2023,3/14/2023
597,3,2,6121,2349,5/12/2022,5/24/2022,12/12/2022,597,8700.16,Empty Description ,6/1/2023,6/1/2023
598,3,5,2614,9993,11/21/2022,12/17/2022,7/11/2023,598,36174.27,Empty Description ,2/12/2024,2/12/2024
599,3,3,11677,2717,8/27/2022,9/10/2022,3/12/2023,599,36092.27,Empty Description ,4/15/2022,4/15/2022
600,6,4,2799,1136,6/20/2023,7/3/2023,2/12/2024,600,40355.49,Empty Description ,4/27/2022,4/27/2022
601,6,10,4380,9757,3/30/2024,4/13/2024,3/17/2025,601,41320.23,Empty Description ,3/31/2024,3/31/2024
602,6,7,17141,8207,8/7/2022,8/29/2022,7/19/2023,602,47287.36,Empty Description ,12/19/2022,12/19/2022
603,9,5,23782,943,3/5/2024,3/14/2024,8/12/2024,603,22107.66,Empty Description ,9/10/2021,9/10/2021
604,10,1,8809,1011,5/14/2021,6/8/2021,3/6/2022,604,24479.61,Empty Description ,10/5/2023,10/5/2023
605,7,1,11082,4426,4/12/2023,4/30/2023,2/19/2024,605,49700.25,Empty Description ,9/7/2022,9/7/2022
606,9,1,3331,1686,12/21/2021,12/26/2021,11/4/2022,606,38986.04,Empty Description ,3/17/2022,3/17/2022
607,10,1,29589,634,11/29/2022,12/17/2022,10/22/2023,607,36666.14,Empty Description ,3/11/2024,3/11/2024
608,5,5,24702,7293,10/11/2022,11/6/2022,4/21/2023,608,23107.55,Empty Description ,4/15/2022,4/15/2022
609,1,5,1828,9055,8/5/2023,8/20/2023,3/30/2024,609,31764.41,Empty Description ,2/4/2024,2/4/2024
610,2,1,25447,6184,7/31/2022,8/15/2022,12/16/2022,610,35008.04,Empty Description ,3/27/2022,3/27/2022
611,1,5,4007,8103,1/24/2022,1/31/2022,11/10/2022,611,36239.07,Empty Description ,10/22/2023,10/22/2023
612,2,4,2458,9885,8/11/2023,9/6/2023,7/17/2024,612,43544.78,Empty Description ,11/15/2021,11/15/2021
613,3,1,18007,7581,12/10/2023,1/1/2024,11/25/2024,613,15975.96,Empty Description ,5/5/2023,5/5/2023
614,9,8,24166,4037,10/21/2021,10/27/2021,2/27/2022,614,21207.93,Empty Description ,7/7/2021,7/7/2021
615,9,2,18045,4810,3/13/2022,4/10/2022,7/27/2022,615,10081.93,Empty Description ,1/17/2024,1/17/2024
616,10,8,4611,5818,3/16/2024,4/12/2024,8/14/2024,616,2441.24,Empty Description ,11/2/2022,11/2/2022
617,9,7,21864,3606,8/31/2022,9/23/2022,8/27/2023,617,42194.75,Empty Description ,2/25/2022,2/25/2022
618,10,1,27322,2701,8/25/2021,9/15/2021,12/27/2021,618,28125.98,Empty Description ,10/17/2022,10/17/2022
619,10,6,7282,8373,9/17/2021,10/3/2021,9/6/2022,619,15021.68,Empty Description ,12/16/2021,12/16/2021
620,2,7,14448,5128,10/17/2022,10/19/2022,6/14/2023,620,14122.47,Empty Description ,1/24/2024,1/24/2024
621,9,9,2031,625,11/24/2023,12/5/2023,9/25/2024,621,26289.41,Empty Description ,7/10/2021,7/10/2021
622,8,1,20158,254,1/4/2024,1/30/2024,9/18/2024,622,39227.47,Empty Description ,12/29/2022,12/29/2022
623,8,4,10969,276,6/17/2022,7/2/2022,5/15/2023,623,11039.36,Empty Description ,7/21/2022,7/21/2022
624,3,4,17590,7216,8/22/2023,8/23/2023,7/22/2024,624,16164.63,Empty Description ,1/12/2024,1/12/2024
625,1,10,5398,4211,7/6/2021,7/29/2021,1/9/2022,625,2419.57,Empty Description ,9/18/2022,9/18/2022
626,1,5,19345,814,12/21/2023,1/6/2024,6/1/2024,626,5365.26,Empty Description ,12/19/2023,12/19/2023
627,8,6,27217,5894,10/16/2021,11/14/2021,2/12/2022,627,41897.63,Empty Description ,4/18/2022,4/18/2022
628,8,6,10556,4764,6/8/2023,6/12/2023,11/27/2023,628,11250.28,Empty Description ,4/22/2022,4/22/2022
629,5,3,342,1011,7/10/2021,7/31/2021,2/11/2022,629,2785.13,Empty Description ,12/13/2023,12/13/2023
630,7,6,385,7100,1/16/2024,2/8/2024,12/31/2024,630,29603.1,Empty Description ,7/3/2023,7/3/2023
631,5,1,22382,2406,12/26/2021,1/11/2022,1/7/2023,631,43553.2,Empty Description ,7/22/2023,7/22/2023
632,8,5,21467,5955,12/20/2021,1/4/2022,6/14/2022,632,10773.78,Empty Description ,12/11/2023,12/11/2023
633,8,8,11365,2671,2/20/2024,3/2/2024,12/13/2024,633,17902.12,Empty Description ,1/20/2024,1/20/2024
634,8,6,1695,9005,3/6/2023,3/29/2023,8/2/2023,634,37162.96,Empty Description ,12/11/2023,12/11/2023
635,10,3,26551,5452,12/28/2022,1/11/2023,5/2/2023,635,145.48,Empty Description ,4/28/2022,4/28/2022
636,4,1,17520,1554,8/6/2023,8/30/2023,4/27/2024,636,64.3,Empty Description ,11/16/2021,11/16/2021
637,7,8,29245,8335,3/15/2022,3/26/2022,10/21/2022,637,41239.98,Empty Description ,5/11/2022,5/11/2022
638,7,10,29763,5177,12/5/2021,12/6/2021,3/15/2022,638,2291.78,Empty Description ,12/16/2023,12/16/2023
639,3,10,7870,4492,8/29/2022,9/14/2022,1/21/2023,639,7598.54,Empty Description ,3/15/2024,3/15/2024
640,9,1,13793,1436,9/28/2021,10/5/2021,8/14/2022,640,29974.4,Empty Description ,6/29/2023,6/29/2023
641,7,1,13169,3040,2/10/2023,3/5/2023,1/28/2024,641,39156.1,Empty Description ,4/7/2021,4/7/2021
642,5,6,6144,3589,7/14/2021,7/19/2021,11/1/2021,642,19554.26,Empty Description ,11/23/2021,11/23/2021
643,7,2,28870,4202,4/21/2022,4/30/2022,12/30/2022,643,2889.96,Empty Description ,11/21/2023,11/21/2023
644,7,5,13476,5832,9/24/2021,9/30/2021,7/6/2022,644,2189.11,Empty Description ,1/13/2022,1/13/2022
645,1,4,20144,3883,4/10/2022,4/29/2022,3/26/2023,645,9727.66,Empty Description ,10/26/2023,10/26/2023
646,10,4,13570,8608,6/21/2023,7/18/2023,3/23/2024,646,34234.66,Empty Description ,11/28/2022,11/28/2022
647,3,4,14401,7671,1/2/2022,1/8/2022,8/25/2022,647,5184.81,Empty Description ,7/24/2022,7/24/2022
648,6,4,25613,6295,10/3/2022,10/30/2022,10/12/2023,648,38839.73,Empty Description ,1/6/2023,1/6/2023
649,8,5,14229,6339,5/18/2023,5/25/2023,2/24/2024,649,49192.56,Empty Description ,12/30/2021,12/30/2021
650,1,9,10045,3470,7/4/2021,7/17/2021,7/15/2022,650,39943.15,Empty Description ,9/7/2022,9/7/2022
651,10,5,34,7437,2/18/2023,3/15/2023,12/5/2023,651,33724.56,Empty Description ,3/4/2022,3/4/2022
652,5,10,19580,5464,12/15/2023,1/12/2024,9/6/2024,652,23022.74,Empty Description ,4/16/2022,4/16/2022
653,6,6,6651,324,8/24/2023,9/6/2023,4/9/2024,653,9924.15,Empty Description ,11/6/2022,11/6/2022
654,5,2,27752,8413,5/4/2022,5/18/2022,2/24/2023,654,43652.05,Empty Description ,6/10/2022,6/10/2022
655,6,9,11706,5294,4/23/2022,5/3/2022,8/25/2022,655,24430.55,Empty Description ,6/13/2021,6/13/2021
656,4,1,25829,9563,9/22/2021,10/20/2021,4/24/2022,656,16282.37,Empty Description ,10/7/2023,10/7/2023
657,4,3,22334,163,9/8/2021,9/12/2021,3/1/2022,657,38201.49,Empty Description ,11/11/2023,11/11/2023
658,6,3,1755,7921,1/2/2022,1/3/2022,10/28/2022,658,1120.33,Empty Description ,6/19/2023,6/19/2023
659,8,4,3773,6231,7/11/2021,7/22/2021,7/13/2022,659,26881.7,Empty Description ,3/25/2023,3/25/2023
660,3,8,11450,3182,6/16/2022,7/15/2022,11/22/2022,660,47572.45,Empty Description ,11/8/2022,11/8/2022
661,2,7,18079,5954,5/17/2022,5/24/2022,3/27/2023,661,47561.17,Empty Description ,7/10/2023,7/10/2023
662,3,7,1624,4546,4/2/2023,4/21/2023,10/29/2023,662,23855.52,Empty Description ,8/12/2021,8/12/2021
663,4,5,8912,6885,11/11/2022,11/20/2022,9/30/2023,663,14050.54,Empty Description ,2/5/2024,2/5/2024
664,7,3,24673,5072,1/24/2023,1/27/2023,6/13/2023,664,49186.71,Empty Description ,10/6/2022,10/6/2022
665,3,4,8606,6006,8/27/2022,9/14/2022,1/19/2023,665,40559.45,Empty Description ,3/4/2023,3/4/2023
666,8,8,2312,916,8/31/2022,9/13/2022,3/24/2023,666,31683.93,Empty Description ,2/18/2022,2/18/2022
667,1,6,19328,1240,12/31/2022,1/22/2023,9/13/2023,667,11917.07,Empty Description ,11/23/2021,11/23/2021
668,2,3,19036,1961,5/19/2022,6/11/2022,12/18/2022,668,32208.45,Empty Description ,6/20/2023,6/20/2023
669,8,9,11273,7832,5/20/2022,6/15/2022,2/18/2023,669,34384.01,Empty Description ,12/24/2023,12/24/2023
670,3,4,6171,9723,9/7/2022,9/25/2022,6/21/2023,670,19362.83,Empty Description ,4/13/2021,4/13/2021
671,3,3,29241,9877,8/6/2023,8/8/2023,3/8/2024,671,28152.63,Empty Description ,5/21/2022,5/21/2022
672,9,4,8396,8824,11/5/2022,11/16/2022,2/28/2023,672,36875.24,Empty Description ,7/6/2023,7/6/2023
673,8,2,5661,1837,8/18/2023,9/5/2023,4/12/2024,673,48213.32,Empty Description ,5/25/2023,5/25/2023
674,1,7,21497,2829,1/25/2022,2/22/2022,11/26/2022,674,44306.91,Empty Description ,11/27/2021,11/27/2021
675,5,10,24316,8024,1/16/2024,2/13/2024,12/24/2024,675,14679.63,Empty Description ,4/10/2021,4/10/2021
676,8,9,145,1845,8/18/2021,8/22/2021,4/11/2022,676,37996.36,Empty Description ,3/17/2023,3/17/2023
677,6,9,5096,2767,6/22/2022,7/4/2022,4/14/2023,677,32529.47,Empty Description ,11/5/2023,11/5/2023
678,5,8,12355,5509,7/31/2021,8/2/2021,2/27/2022,678,23239.81,Empty Description ,3/29/2022,3/29/2022
679,2,6,28148,2990,10/13/2021,11/1/2021,7/1/2022,679,23054.19,Empty Description ,7/30/2022,7/30/2022
680,3,1,14927,3228,5/18/2021,5/31/2021,9/3/2021,680,10687.96,Empty Description ,4/27/2022,4/27/2022
681,7,6,3708,7485,6/21/2023,7/12/2023,10/15/2023,681,33119.45,Empty Description ,5/19/2021,5/19/2021
682,7,3,4780,3256,11/7/2023,11/21/2023,5/9/2024,682,27057.61,Empty Description ,10/3/2023,10/3/2023
683,4,2,7466,212,6/5/2023,6/14/2023,6/2/2024,683,29617.89,Empty Description ,11/16/2023,11/16/2023
684,4,9,12835,3533,7/18/2022,7/23/2022,5/27/2023,684,37890.7,Empty Description ,1/28/2022,1/28/2022
685,10,1,4215,7216,6/10/2023,6/22/2023,6/2/2024,685,32122.76,Empty Description ,2/9/2023,2/9/2023
686,6,2,2528,1511,5/23/2023,5/24/2023,4/7/2024,686,38590.21,Empty Description ,6/8/2021,6/8/2021
687,2,4,706,3493,1/1/2023,1/26/2023,1/8/2024,687,13604.49,Empty Description ,5/11/2023,5/11/2023
688,6,5,24984,2272,12/7/2022,12/28/2022,6/1/2023,688,44350.15,Empty Description ,8/1/2021,8/1/2021
689,4,8,19935,6862,6/5/2023,6/22/2023,5/18/2024,689,29365.71,Empty Description ,11/24/2022,11/24/2022
690,9,9,20275,3415,6/14/2023,7/6/2023,5/12/2024,690,5699.16,Empty Description ,9/8/2021,9/8/2021
691,3,7,676,2865,9/26/2022,10/12/2022,7/3/2023,691,20905.73,Empty Description ,8/20/2021,8/20/2021
692,8,4,1270,2414,12/22/2022,1/14/2023,5/12/2023,692,16475.87,Empty Description ,3/22/2024,3/22/2024
693,3,1,1939,8764,12/21/2021,1/7/2022,7/5/2022,693,4483.07,Empty Description ,8/15/2021,8/15/2021
694,1,6,15821,7581,9/5/2023,10/4/2023,8/16/2024,694,15591.11,Empty Description ,6/7/2021,6/7/2021
695,2,3,2005,309,11/15/2021,11/17/2021,7/17/2022,695,41685.92,Empty Description ,12/6/2022,12/6/2022
696,8,2,24412,2818,12/24/2021,1/6/2022,9/24/2022,696,31520.5,Empty Description ,5/12/2023,5/12/2023
697,10,8,14139,7940,3/20/2022,3/31/2022,8/4/2022,697,968.88,Empty Description ,5/23/2023,5/23/2023
698,5,6,22695,416,8/12/2021,8/28/2021,6/2/2022,698,16727.06,Empty Description ,6/29/2021,6/29/2021
699,8,3,24258,9982,12/4/2022,12/17/2022,5/16/2023,699,14691.92,Empty Description ,12/16/2023,12/16/2023
700,6,1,271,9966,7/28/2021,8/25/2021,2/28/2022,700,14226.67,Empty Description ,12/23/2022,12/23/2022
701,6,7,3189,8005,2/14/2023,2/16/2023,2/2/2024,701,10671.91,Empty Description ,1/6/2024,1/6/2024
702,5,2,8235,7465,6/18/2021,6/26/2021,6/13/2022,702,13571.53,Empty Description ,5/17/2022,5/17/2022
703,9,10,29924,816,4/24/2021,5/14/2021,10/13/2021,703,21294.16,Empty Description ,6/9/2023,6/9/2023
704,5,5,12905,8323,1/19/2023,2/9/2023,1/28/2024,704,45724.1,Empty Description ,9/9/2023,9/9/2023
705,6,9,20714,3084,11/30/2023,12/6/2023,5/23/2024,705,19369.12,Empty Description ,7/14/2021,7/14/2021
706,6,7,7771,9717,11/20/2022,12/8/2022,5/13/2023,706,32914.09,Empty Description ,9/3/2022,9/3/2022
707,9,4,5284,4521,8/25/2021,9/6/2021,12/21/2021,707,39184.32,Empty Description ,7/5/2023,7/5/2023
708,10,10,19784,7841,3/13/2022,3/23/2022,7/11/2022,708,47543.41,Empty Description ,4/27/2023,4/27/2023
