Id,DealershipCarId,CustomerId,SaleDate,StatusId,ExpectedDeliveryDate,EmployeeId,PaymentMethodId,CreateDate,UpdateDate
27411,13706,27412,3/26/2022,1,3/26/2022,3530,1,4/7/2024,4/7/2024
27413,13707,27414,10/13/2022,1,10/13/2022,7598,1,4/7/2024,4/7/2024
27415,13708,27416,9/1/2021,1,9/1/2021,11705,1,4/7/2024,4/7/2024
27417,13709,27418,5/15/2023,1,5/15/2023,12979,1,4/7/2024,4/7/2024
27419,13710,27420,3/31/2023,1,3/31/2023,5398,1,4/7/2024,4/7/2024
27421,13711,27422,7/16/2021,1,7/16/2021,3872,1,4/7/2024,4/7/2024
27423,13712,27424,5/30/2023,1,5/30/2023,9193,1,4/7/2024,4/7/2024
27425,13713,27426,12/16/2022,1,12/16/2022,10134,1,4/7/2024,4/7/2024
27427,13714,27428,8/31/2021,1,8/31/2021,13156,1,4/7/2024,4/7/2024
27429,13715,27430,2/16/2024,1,2/16/2024,2023,1,4/7/2024,4/7/2024
27431,13716,27432,9/25/2023,1,9/25/2023,12458,1,4/7/2024,4/7/2024
27433,13717,27434,8/2/2022,1,8/2/2022,5201,1,4/7/2024,4/7/2024
27435,13718,27436,11/19/2022,1,11/19/2022,12933,1,4/7/2024,4/7/2024
27437,13719,27438,5/26/2021,1,5/26/2021,464,1,4/7/2024,4/7/2024
27439,13720,27440,1/29/2022,1,1/29/2022,55,1,4/7/2024,4/7/2024
27441,13721,27442,3/5/2023,1,3/5/2023,12451,1,4/7/2024,4/7/2024
27443,13722,27444,5/12/2021,1,5/12/2021,9654,1,4/7/2024,4/7/2024
27445,13723,27446,1/10/2024,1,1/10/2024,12311,1,4/7/2024,4/7/2024
27447,13724,27448,11/15/2021,1,11/15/2021,2133,1,4/7/2024,4/7/2024
27449,13725,27450,5/31/2023,1,5/31/2023,8060,1,4/7/2024,4/7/2024
27451,13726,27452,4/30/2023,1,4/30/2023,6683,1,4/7/2024,4/7/2024
27453,13727,27454,5/11/2022,1,5/11/2022,6164,1,4/7/2024,4/7/2024
27455,13728,27456,3/4/2023,1,3/4/2023,13175,1,4/7/2024,4/7/2024
27457,13729,27458,5/28/2022,1,5/28/2022,13932,1,4/7/2024,4/7/2024
27459,13730,27460,9/19/2023,1,9/19/2023,7165,1,4/7/2024,4/7/2024
27461,13731,27462,7/1/2022,1,7/1/2022,989,1,4/7/2024,4/7/2024
27463,13732,27464,6/25/2023,1,6/25/2023,4655,1,4/7/2024,4/7/2024
27465,13733,27466,6/27/2022,1,6/27/2022,1562,1,4/7/2024,4/7/2024
27467,13734,27468,3/24/2023,1,3/24/2023,14114,1,4/7/2024,4/7/2024
27469,13735,27470,2/27/2024,1,2/27/2024,4261,1,4/7/2024,4/7/2024
27471,13736,27472,1/11/2023,1,1/11/2023,4084,1,4/7/2024,4/7/2024
27473,13737,27474,8/11/2022,1,8/11/2022,7486,1,4/7/2024,4/7/2024
27475,13738,27476,10/3/2022,1,10/3/2022,9473,1,4/7/2024,4/7/2024
27477,13739,27478,11/4/2021,1,11/4/2021,2958,1,4/7/2024,4/7/2024
27479,13740,27480,6/30/2021,1,6/30/2021,6753,1,4/7/2024,4/7/2024
27481,13741,27482,5/13/2022,1,5/13/2022,10030,1,4/7/2024,4/7/2024
27483,13742,27484,12/27/2022,1,12/27/2022,1218,1,4/7/2024,4/7/2024
27485,13743,27486,4/22/2022,1,4/22/2022,13436,1,4/7/2024,4/7/2024
27487,13744,27488,12/20/2023,1,12/20/2023,3882,1,4/7/2024,4/7/2024
27489,13745,27490,5/22/2023,1,5/22/2023,200,1,4/7/2024,4/7/2024
27491,13746,27492,7/1/2023,1,7/1/2023,1916,1,4/7/2024,4/7/2024
27493,13747,27494,3/17/2023,1,3/17/2023,8075,1,4/7/2024,4/7/2024
27495,13748,27496,3/19/2024,1,3/19/2024,13018,1,4/7/2024,4/7/2024
27497,13749,27498,8/27/2021,1,8/27/2021,4092,1,4/7/2024,4/7/2024
27499,13750,27500,6/14/2023,1,6/14/2023,4495,1,4/7/2024,4/7/2024
27501,13751,27502,2/7/2024,1,2/7/2024,3895,1,4/7/2024,4/7/2024
27503,13752,27504,10/14/2023,1,10/14/2023,13689,1,4/7/2024,4/7/2024
27505,13753,27506,9/7/2023,1,9/7/2023,8720,1,4/7/2024,4/7/2024
27507,13754,27508,2/7/2023,1,2/7/2023,13747,1,4/7/2024,4/7/2024
27509,13755,27510,4/24/2022,1,4/24/2022,14179,1,4/7/2024,4/7/2024
27511,13756,27512,7/8/2022,1,7/8/2022,5978,1,4/7/2024,4/7/2024
27513,13757,27514,11/16/2021,1,11/16/2021,6180,1,4/7/2024,4/7/2024
27515,13758,27516,12/14/2022,1,12/14/2022,98,1,4/7/2024,4/7/2024
27517,13759,27518,9/7/2021,1,9/7/2021,10754,1,4/7/2024,4/7/2024
27519,13760,27520,12/4/2023,1,12/4/2023,8541,1,4/7/2024,4/7/2024
27521,13761,27522,7/26/2022,1,7/26/2022,3134,1,4/7/2024,4/7/2024
27523,13762,27524,11/29/2023,1,11/29/2023,2104,1,4/7/2024,4/7/2024
27525,13763,27526,12/10/2022,1,12/10/2022,5901,1,4/7/2024,4/7/2024
27527,13764,27528,10/25/2023,1,10/25/2023,11230,1,4/7/2024,4/7/2024
27529,13765,27530,7/19/2023,1,7/19/2023,2014,1,4/7/2024,4/7/2024
27531,13766,27532,8/4/2022,1,8/4/2022,11117,1,4/7/2024,4/7/2024
27533,13767,27534,10/6/2021,1,10/6/2021,1272,1,4/7/2024,4/7/2024
27535,13768,27536,3/2/2022,1,3/2/2022,127,1,4/7/2024,4/7/2024
27537,13769,27538,7/25/2021,1,7/25/2021,8950,1,4/7/2024,4/7/2024
27539,13770,27540,2/5/2023,1,2/5/2023,11274,1,4/7/2024,4/7/2024
27541,13771,27542,1/4/2024,1,1/4/2024,11049,1,4/7/2024,4/7/2024
27543,13772,27544,5/18/2023,1,5/18/2023,12963,1,4/7/2024,4/7/2024
27545,13773,27546,3/2/2024,1,3/2/2024,13665,1,4/7/2024,4/7/2024
27547,13774,27548,11/6/2022,1,11/6/2022,13835,1,4/7/2024,4/7/2024
27549,13775,27550,2/15/2023,1,2/15/2023,10764,1,4/7/2024,4/7/2024
27551,13776,27552,10/2/2023,1,10/2/2023,13749,1,4/7/2024,4/7/2024
27553,13777,27554,5/8/2021,1,5/8/2021,13329,1,4/7/2024,4/7/2024
27555,13778,27556,6/21/2021,1,6/21/2021,6223,1,4/7/2024,4/7/2024
27557,13779,27558,8/21/2021,1,8/21/2021,7387,1,4/7/2024,4/7/2024
27559,13780,27560,9/10/2022,1,9/10/2022,13399,1,4/7/2024,4/7/2024
27561,13781,27562,1/17/2022,1,1/17/2022,13679,1,4/7/2024,4/7/2024
27563,13782,27564,6/23/2023,1,6/23/2023,11360,1,4/7/2024,4/7/2024
27565,13783,27566,5/9/2023,1,5/9/2023,5441,1,4/7/2024,4/7/2024
27567,13784,27568,7/1/2022,1,7/1/2022,11121,1,4/7/2024,4/7/2024
27569,13785,27570,1/9/2024,1,1/9/2024,11797,1,4/7/2024,4/7/2024
27571,13786,27572,12/1/2023,1,12/1/2023,3244,1,4/7/2024,4/7/2024
27573,13787,27574,11/13/2023,1,11/13/2023,13748,1,4/7/2024,4/7/2024
27575,13788,27576,11/12/2021,1,11/12/2021,10838,1,4/7/2024,4/7/2024
27577,13789,27578,12/21/2022,1,12/21/2022,10368,1,4/7/2024,4/7/2024
27579,13790,27580,8/5/2021,1,8/5/2021,246,1,4/7/2024,4/7/2024
27581,13791,27582,12/5/2022,1,12/5/2022,4613,1,4/7/2024,4/7/2024
27583,13792,27584,5/5/2022,1,5/5/2022,2358,1,4/7/2024,4/7/2024
27585,13793,27586,2/18/2024,1,2/18/2024,8731,1,4/7/2024,4/7/2024
27587,13794,27588,1/9/2024,1,1/9/2024,12260,1,4/7/2024,4/7/2024
27589,13795,27590,5/23/2022,1,5/23/2022,531,1,4/7/2024,4/7/2024
27591,13796,27592,8/13/2021,1,8/13/2021,6656,1,4/7/2024,4/7/2024
27593,13797,27594,5/10/2022,1,5/10/2022,2393,1,4/7/2024,4/7/2024
27595,13798,27596,8/12/2023,1,8/12/2023,2763,1,4/7/2024,4/7/2024
27597,13799,27598,5/27/2022,1,5/27/2022,3994,1,4/7/2024,4/7/2024
27599,13800,27600,1/14/2022,1,1/14/2022,7778,1,4/7/2024,4/7/2024
27601,13801,27602,7/21/2022,1,7/21/2022,9422,1,4/7/2024,4/7/2024
27603,13802,27604,5/10/2021,1,5/10/2021,1563,1,4/7/2024,4/7/2024
27605,13803,27606,12/11/2022,1,12/11/2022,3507,1,4/7/2024,4/7/2024
27607,13804,27608,1/2/2023,1,1/2/2023,6789,1,4/7/2024,4/7/2024
27609,13805,27610,5/1/2021,1,5/1/2021,3668,1,4/7/2024,4/7/2024
27611,13806,27612,6/29/2023,1,6/29/2023,10719,1,4/7/2024,4/7/2024
27613,13807,27614,8/22/2023,1,8/22/2023,11464,1,4/7/2024,4/7/2024
27615,13808,27616,8/4/2021,1,8/4/2021,13119,1,4/7/2024,4/7/2024
27617,13809,27618,3/12/2023,1,3/12/2023,10014,1,4/7/2024,4/7/2024
27619,13810,27620,1/19/2023,1,1/19/2023,4649,1,4/7/2024,4/7/2024
27621,13811,27622,3/31/2023,1,3/31/2023,1306,1,4/7/2024,4/7/2024
27623,13812,27624,4/19/2021,1,4/19/2021,6890,1,4/7/2024,4/7/2024
27625,13813,27626,7/24/2021,1,7/24/2021,10832,1,4/7/2024,4/7/2024
27627,13814,27628,11/7/2022,1,11/7/2022,5494,1,4/7/2024,4/7/2024
27629,13815,27630,4/12/2021,1,4/12/2021,8504,1,4/7/2024,4/7/2024
27631,13816,27632,5/26/2021,1,5/26/2021,5496,1,4/7/2024,4/7/2024
27633,13817,27634,6/19/2023,1,6/19/2023,808,1,4/7/2024,4/7/2024
27635,13818,27636,7/17/2021,1,7/17/2021,3126,1,4/7/2024,4/7/2024
27637,13819,27638,6/19/2023,1,6/19/2023,10132,1,4/7/2024,4/7/2024
27639,13820,27640,5/18/2022,1,5/18/2022,1795,1,4/7/2024,4/7/2024
27641,13821,27642,7/9/2021,1,7/9/2021,14238,1,4/7/2024,4/7/2024
27643,13822,27644,9/9/2021,1,9/9/2021,4267,1,4/7/2024,4/7/2024
27645,13823,27646,9/19/2023,1,9/19/2023,11305,1,4/7/2024,4/7/2024
27647,13824,27648,2/9/2023,1,2/9/2023,5884,1,4/7/2024,4/7/2024
27649,13825,27650,6/20/2023,1,6/20/2023,9531,1,4/7/2024,4/7/2024
27651,13826,27652,6/24/2023,1,6/24/2023,7100,1,4/7/2024,4/7/2024
27653,13827,27654,2/6/2022,1,2/6/2022,2815,1,4/7/2024,4/7/2024
27655,13828,27656,11/17/2023,1,11/17/2023,6321,1,4/7/2024,4/7/2024
27657,13829,27658,10/5/2023,1,10/5/2023,6998,1,4/7/2024,4/7/2024
27659,13830,27660,11/20/2023,1,11/20/2023,12553,1,4/7/2024,4/7/2024
27661,13831,27662,12/22/2023,1,12/22/2023,2991,1,4/7/2024,4/7/2024
27663,13832,27664,11/3/2022,1,11/3/2022,12246,1,4/7/2024,4/7/2024
27665,13833,27666,7/25/2021,1,7/25/2021,2210,1,4/7/2024,4/7/2024
27667,13834,27668,7/27/2021,1,7/27/2021,7166,1,4/7/2024,4/7/2024
27669,13835,27670,9/28/2021,1,9/28/2021,1826,1,4/7/2024,4/7/2024
27671,13836,27672,2/17/2022,1,2/17/2022,3865,1,4/7/2024,4/7/2024
27673,13837,27674,3/23/2023,1,3/23/2023,9830,1,4/7/2024,4/7/2024
27675,13838,27676,1/17/2024,1,1/17/2024,1035,1,4/7/2024,4/7/2024
27677,13839,27678,7/26/2023,1,7/26/2023,332,1,4/7/2024,4/7/2024
27679,13840,27680,4/14/2023,1,4/14/2023,612,1,4/7/2024,4/7/2024
27681,13841,27682,6/26/2021,1,6/26/2021,2893,1,4/7/2024,4/7/2024
27683,13842,27684,11/8/2023,1,11/8/2023,1811,1,4/7/2024,4/7/2024
27685,13843,27686,8/9/2022,1,8/9/2022,3010,1,4/7/2024,4/7/2024
27687,13844,27688,2/18/2024,1,2/18/2024,10466,1,4/7/2024,4/7/2024
27689,13845,27690,2/26/2022,1,2/26/2022,11560,1,4/7/2024,4/7/2024
27691,13846,27692,10/1/2022,1,10/1/2022,12636,1,4/7/2024,4/7/2024
27693,13847,27694,5/27/2021,1,5/27/2021,3735,1,4/7/2024,4/7/2024
27695,13848,27696,7/22/2022,1,7/22/2022,8978,1,4/7/2024,4/7/2024
27697,13849,27698,8/11/2021,1,8/11/2021,7957,1,4/7/2024,4/7/2024
27699,13850,27700,3/17/2024,1,3/17/2024,6629,1,4/7/2024,4/7/2024
27701,13851,27702,10/21/2022,1,10/21/2022,3710,1,4/7/2024,4/7/2024
27703,13852,27704,6/12/2022,1,6/12/2022,11480,1,4/7/2024,4/7/2024
27705,13853,27706,2/23/2022,1,2/23/2022,2685,1,4/7/2024,4/7/2024
27707,13854,27708,9/16/2023,1,9/16/2023,10132,1,4/7/2024,4/7/2024
27709,13855,27710,10/23/2022,1,10/23/2022,4001,1,4/7/2024,4/7/2024
27711,13856,27712,7/25/2023,1,7/25/2023,10220,1,4/7/2024,4/7/2024
27713,13857,27714,9/5/2021,1,9/5/2021,4148,1,4/7/2024,4/7/2024
27715,13858,27716,2/4/2022,1,2/4/2022,1327,1,4/7/2024,4/7/2024
27717,13859,27718,4/3/2022,1,4/3/2022,3775,1,4/7/2024,4/7/2024
27719,13860,27720,10/15/2023,1,10/15/2023,13917,1,4/7/2024,4/7/2024
27721,13861,27722,9/30/2023,1,9/30/2023,7109,1,4/7/2024,4/7/2024
27723,13862,27724,12/31/2022,1,12/31/2022,3039,1,4/7/2024,4/7/2024
27725,13863,27726,4/25/2021,1,4/25/2021,1938,1,4/7/2024,4/7/2024
27727,13864,27728,11/19/2023,1,11/19/2023,12851,1,4/7/2024,4/7/2024
27729,13865,27730,6/7/2022,1,6/7/2022,2173,1,4/7/2024,4/7/2024
27731,13866,27732,3/15/2022,1,3/15/2022,12507,1,4/7/2024,4/7/2024
27733,13867,27734,8/2/2023,1,8/2/2023,4527,1,4/7/2024,4/7/2024
27735,13868,27736,4/19/2022,1,4/19/2022,3475,1,4/7/2024,4/7/2024
27737,13869,27738,1/9/2023,1,1/9/2023,11243,1,4/7/2024,4/7/2024
27739,13870,27740,5/16/2023,1,5/16/2023,961,1,4/7/2024,4/7/2024
27741,13871,27742,2/17/2023,1,2/17/2023,6153,1,4/7/2024,4/7/2024
27743,13872,27744,6/20/2023,1,6/20/2023,10998,1,4/7/2024,4/7/2024
27745,13873,27746,8/30/2022,1,8/30/2022,10953,1,4/7/2024,4/7/2024
27747,13874,27748,5/23/2021,1,5/23/2021,3831,1,4/7/2024,4/7/2024
27749,13875,27750,3/7/2023,1,3/7/2023,7437,1,4/7/2024,4/7/2024
27751,13876,27752,12/4/2022,1,12/4/2022,8177,1,4/7/2024,4/7/2024
27753,13877,27754,1/1/2023,1,1/1/2023,5756,1,4/7/2024,4/7/2024
27755,13878,27756,12/23/2023,1,12/23/2023,7503,1,4/7/2024,4/7/2024
27757,13879,27758,2/20/2023,1,2/20/2023,8332,1,4/7/2024,4/7/2024
27759,13880,27760,3/20/2023,1,3/20/2023,3085,1,4/7/2024,4/7/2024
27761,13881,27762,8/19/2021,1,8/19/2021,9368,1,4/7/2024,4/7/2024
27763,13882,27764,9/30/2022,1,9/30/2022,1730,1,4/7/2024,4/7/2024
27765,13883,27766,3/20/2022,1,3/20/2022,12711,1,4/7/2024,4/7/2024
27767,13884,27768,9/12/2023,1,9/12/2023,8241,1,4/7/2024,4/7/2024
27769,13885,27770,1/28/2023,1,1/28/2023,12690,1,4/7/2024,4/7/2024
27771,13886,27772,11/30/2022,1,11/30/2022,11011,1,4/7/2024,4/7/2024
27773,13887,27774,12/4/2023,1,12/4/2023,10913,1,4/7/2024,4/7/2024
27775,13888,27776,7/19/2022,1,7/19/2022,5273,1,4/7/2024,4/7/2024
27777,13889,27778,9/26/2021,1,9/26/2021,6801,1,4/7/2024,4/7/2024
27779,13890,27780,8/8/2022,1,8/8/2022,8598,1,4/7/2024,4/7/2024
27781,13891,27782,6/30/2021,1,6/30/2021,704,1,4/7/2024,4/7/2024
27783,13892,27784,6/20/2022,1,6/20/2022,1650,1,4/7/2024,4/7/2024
27785,13893,27786,4/28/2023,1,4/28/2023,4973,1,4/7/2024,4/7/2024
27787,13894,27788,8/31/2021,1,8/31/2021,6105,1,4/7/2024,4/7/2024
27789,13895,27790,4/25/2021,1,4/25/2021,13562,1,4/7/2024,4/7/2024
27791,13896,27792,6/6/2023,1,6/6/2023,6812,1,4/7/2024,4/7/2024
27793,13897,27794,12/6/2022,1,12/6/2022,2355,1,4/7/2024,4/7/2024
27795,13898,27796,5/24/2021,1,5/24/2021,3139,1,4/7/2024,4/7/2024
27797,13899,27798,8/22/2023,1,8/22/2023,449,1,4/7/2024,4/7/2024
27799,13900,27800,9/16/2023,1,9/16/2023,4333,1,4/7/2024,4/7/2024
27801,13901,27802,5/23/2022,1,5/23/2022,3682,1,4/7/2024,4/7/2024
27803,13902,27804,6/6/2021,1,6/6/2021,6783,1,4/7/2024,4/7/2024
27805,13903,27806,8/16/2023,1,8/16/2023,3281,1,4/7/2024,4/7/2024
27807,13904,27808,10/14/2021,1,10/14/2021,4020,1,4/7/2024,4/7/2024
27809,13905,27810,10/18/2022,1,10/18/2022,11952,1,4/7/2024,4/7/2024
27811,13906,27812,9/17/2022,1,9/17/2022,12012,1,4/7/2024,4/7/2024
27813,13907,27814,9/16/2022,1,9/16/2022,13223,1,4/7/2024,4/7/2024
27815,13908,27816,1/11/2023,1,1/11/2023,7991,1,4/7/2024,4/7/2024
27817,13909,27818,7/1/2021,1,7/1/2021,667,1,4/7/2024,4/7/2024
27819,13910,27820,9/26/2021,1,9/26/2021,1910,1,4/7/2024,4/7/2024
27821,13911,27822,1/31/2022,1,1/31/2022,11463,1,4/7/2024,4/7/2024
27823,13912,27824,9/19/2021,1,9/19/2021,8464,1,4/7/2024,4/7/2024
27825,13913,27826,1/17/2023,1,1/17/2023,13945,1,4/7/2024,4/7/2024
27827,13914,27828,6/25/2022,1,6/25/2022,3413,1,4/7/2024,4/7/2024
27829,13915,27830,9/4/2022,1,9/4/2022,5368,1,4/7/2024,4/7/2024
27831,13916,27832,4/11/2021,1,4/11/2021,5631,1,4/7/2024,4/7/2024
27833,13917,27834,5/13/2023,1,5/13/2023,8088,1,4/7/2024,4/7/2024
27835,13918,27836,1/25/2022,1,1/25/2022,4679,1,4/7/2024,4/7/2024
27837,13919,27838,12/16/2023,1,12/16/2023,8053,1,4/7/2024,4/7/2024
27839,13920,27840,12/8/2023,1,12/8/2023,12450,1,4/7/2024,4/7/2024
27841,13921,27842,1/19/2023,1,1/19/2023,6156,1,4/7/2024,4/7/2024
27843,13922,27844,10/17/2022,1,10/17/2022,13996,1,4/7/2024,4/7/2024
27845,13923,27846,6/25/2021,1,6/25/2021,3794,1,4/7/2024,4/7/2024
27847,13924,27848,12/24/2023,1,12/24/2023,9683,1,4/7/2024,4/7/2024
27849,13925,27850,10/11/2022,1,10/11/2022,5694,1,4/7/2024,4/7/2024
27851,13926,27852,3/26/2024,1,3/26/2024,5231,1,4/7/2024,4/7/2024
27853,13927,27854,4/12/2022,1,4/12/2022,11540,1,4/7/2024,4/7/2024
27855,13928,27856,12/21/2023,1,12/21/2023,10203,1,4/7/2024,4/7/2024
27857,13929,27858,6/18/2021,1,6/18/2021,11917,1,4/7/2024,4/7/2024
27859,13930,27860,11/17/2021,1,11/17/2021,13631,1,4/7/2024,4/7/2024
27861,13931,27862,10/8/2021,1,10/8/2021,428,1,4/7/2024,4/7/2024
27863,13932,27864,5/6/2021,1,5/6/2021,8550,1,4/7/2024,4/7/2024
27865,13933,27866,7/23/2021,1,7/23/2021,5449,1,4/7/2024,4/7/2024
27867,13934,27868,1/7/2022,1,1/7/2022,4051,1,4/7/2024,4/7/2024
27869,13935,27870,5/18/2023,1,5/18/2023,9597,1,4/7/2024,4/7/2024
27871,13936,27872,9/22/2021,1,9/22/2021,10180,1,4/7/2024,4/7/2024
27873,13937,27874,2/5/2024,1,2/5/2024,2677,1,4/7/2024,4/7/2024
27875,13938,27876,5/16/2022,1,5/16/2022,1242,1,4/7/2024,4/7/2024
27877,13939,27878,6/29/2023,1,6/29/2023,9604,1,4/7/2024,4/7/2024
27879,13940,27880,1/1/2022,1,1/1/2022,950,1,4/7/2024,4/7/2024
27881,13941,27882,3/31/2022,1,3/31/2022,994,1,4/7/2024,4/7/2024
27883,13942,27884,5/12/2022,1,5/12/2022,12589,1,4/7/2024,4/7/2024
27885,13943,27886,11/26/2023,1,11/26/2023,11984,1,4/7/2024,4/7/2024
27887,13944,27888,10/3/2023,1,10/3/2023,1615,1,4/7/2024,4/7/2024
27889,13945,27890,10/25/2022,1,10/25/2022,8769,1,4/7/2024,4/7/2024
27891,13946,27892,4/22/2023,1,4/22/2023,4014,1,4/7/2024,4/7/2024
27893,13947,27894,6/25/2021,1,6/25/2021,1525,1,4/7/2024,4/7/2024
27895,13948,27896,5/12/2021,1,5/12/2021,6117,1,4/7/2024,4/7/2024
27897,13949,27898,4/15/2021,1,4/15/2021,11034,1,4/7/2024,4/7/2024
27899,13950,27900,4/7/2023,1,4/7/2023,13736,1,4/7/2024,4/7/2024
27901,13951,27902,6/19/2023,1,6/19/2023,2302,1,4/7/2024,4/7/2024
27903,13952,27904,12/21/2023,1,12/21/2023,4317,1,4/7/2024,4/7/2024
27905,13953,27906,4/30/2023,1,4/30/2023,8285,1,4/7/2024,4/7/2024
27907,13954,27908,2/18/2024,1,2/18/2024,5849,1,4/7/2024,4/7/2024
27909,13955,27910,5/6/2021,1,5/6/2021,9788,1,4/7/2024,4/7/2024
27911,13956,27912,8/10/2023,1,8/10/2023,9434,1,4/7/2024,4/7/2024
27913,13957,27914,2/7/2022,1,2/7/2022,6503,1,4/7/2024,4/7/2024
27915,13958,27916,2/7/2022,1,2/7/2022,2273,1,4/7/2024,4/7/2024
27917,13959,27918,1/2/2023,1,1/2/2023,12095,1,4/7/2024,4/7/2024
27919,13960,27920,12/6/2021,1,12/6/2021,9534,1,4/7/2024,4/7/2024
27921,13961,27922,8/26/2021,1,8/26/2021,5401,1,4/7/2024,4/7/2024
27923,13962,27924,2/11/2023,1,2/11/2023,3431,1,4/7/2024,4/7/2024
27925,13963,27926,7/12/2022,1,7/12/2022,10103,1,4/7/2024,4/7/2024
27927,13964,27928,9/27/2023,1,9/27/2023,12950,1,4/7/2024,4/7/2024
27929,13965,27930,10/13/2023,1,10/13/2023,4463,1,4/7/2024,4/7/2024
27931,13966,27932,8/31/2021,1,8/31/2021,9763,1,4/7/2024,4/7/2024
27933,13967,27934,10/20/2021,1,10/20/2021,916,1,4/7/2024,4/7/2024
27935,13968,27936,9/15/2021,1,9/15/2021,1911,1,4/7/2024,4/7/2024
27937,13969,27938,7/4/2021,1,7/4/2021,1425,1,4/7/2024,4/7/2024
27939,13970,27940,6/27/2022,1,6/27/2022,8144,1,4/7/2024,4/7/2024
27941,13971,27942,6/17/2022,1,6/17/2022,9953,1,4/7/2024,4/7/2024
27943,13972,27944,5/18/2023,1,5/18/2023,450,1,4/7/2024,4/7/2024
27945,13973,27946,3/15/2022,1,3/15/2022,8828,1,4/7/2024,4/7/2024
27947,13974,27948,4/14/2022,1,4/14/2022,8014,1,4/7/2024,4/7/2024
27949,13975,27950,3/6/2022,1,3/6/2022,8768,1,4/7/2024,4/7/2024
27951,13976,27952,11/18/2022,1,11/18/2022,397,1,4/7/2024,4/7/2024
27953,13977,27954,6/8/2023,1,6/8/2023,9781,1,4/7/2024,4/7/2024
27955,13978,27956,8/26/2021,1,8/26/2021,5750,1,4/7/2024,4/7/2024
27957,13979,27958,2/8/2023,1,2/8/2023,324,1,4/7/2024,4/7/2024
27959,13980,27960,4/21/2022,1,4/21/2022,4833,1,4/7/2024,4/7/2024
27961,13981,27962,6/21/2023,1,6/21/2023,6738,1,4/7/2024,4/7/2024
27963,13982,27964,10/19/2023,1,10/19/2023,7746,1,4/7/2024,4/7/2024
27965,13983,27966,11/27/2022,1,11/27/2022,5075,1,4/7/2024,4/7/2024
27967,13984,27968,7/6/2022,1,7/6/2022,7155,1,4/7/2024,4/7/2024
27969,13985,27970,6/29/2021,1,6/29/2021,5930,1,4/7/2024,4/7/2024
27971,13986,27972,8/17/2023,1,8/17/2023,13164,1,4/7/2024,4/7/2024
27973,13987,27974,11/16/2021,1,11/16/2021,2894,1,4/7/2024,4/7/2024
27975,13988,27976,9/1/2021,1,9/1/2021,2082,1,4/7/2024,4/7/2024
27977,13989,27978,3/31/2024,1,3/31/2024,13430,1,4/7/2024,4/7/2024
27979,13990,27980,1/2/2022,1,1/2/2022,3139,1,4/7/2024,4/7/2024
27981,13991,27982,11/4/2023,1,11/4/2023,13838,1,4/7/2024,4/7/2024
27983,13992,27984,6/2/2021,1,6/2/2021,10780,1,4/7/2024,4/7/2024
27985,13993,27986,2/25/2024,1,2/25/2024,13231,1,4/7/2024,4/7/2024
27987,13994,27988,1/27/2022,1,1/27/2022,7286,1,4/7/2024,4/7/2024
27989,13995,27990,11/2/2023,1,11/2/2023,12362,1,4/7/2024,4/7/2024
27991,13996,27992,3/10/2023,1,3/10/2023,5277,1,4/7/2024,4/7/2024
27993,13997,27994,7/11/2021,1,7/11/2021,4789,1,4/7/2024,4/7/2024
27995,13998,27996,6/9/2022,1,6/9/2022,14023,1,4/7/2024,4/7/2024
27997,13999,27998,11/14/2022,1,11/14/2022,746,1,4/7/2024,4/7/2024
27999,14000,28000,10/15/2021,1,10/15/2021,726,1,4/7/2024,4/7/2024
28001,14001,28002,11/1/2022,1,11/1/2022,7969,1,4/7/2024,4/7/2024
28003,14002,28004,11/15/2023,1,11/15/2023,5598,1,4/7/2024,4/7/2024
28005,14003,28006,4/20/2023,1,4/20/2023,9967,1,4/7/2024,4/7/2024
28007,14004,28008,2/14/2023,1,2/14/2023,2787,1,4/7/2024,4/7/2024
28009,14005,28010,4/28/2022,1,4/28/2022,4993,1,4/7/2024,4/7/2024
28011,14006,28012,3/12/2024,1,3/12/2024,12043,1,4/7/2024,4/7/2024
28013,14007,28014,7/11/2021,1,7/11/2021,5920,1,4/7/2024,4/7/2024
28015,14008,28016,3/13/2024,1,3/13/2024,13479,1,4/7/2024,4/7/2024
28017,14009,28018,10/11/2023,1,10/11/2023,3290,1,4/7/2024,4/7/2024
28019,14010,28020,1/29/2022,1,1/29/2022,10678,1,4/7/2024,4/7/2024
28021,14011,28022,4/21/2022,1,4/21/2022,7373,1,4/7/2024,4/7/2024
28023,14012,28024,10/25/2023,1,10/25/2023,11182,1,4/7/2024,4/7/2024
28025,14013,28026,7/12/2022,1,7/12/2022,4969,1,4/7/2024,4/7/2024
28027,14014,28028,3/20/2022,1,3/20/2022,9222,1,4/7/2024,4/7/2024
28029,14015,28030,8/28/2023,1,8/28/2023,12031,1,4/7/2024,4/7/2024
28031,14016,28032,2/4/2023,1,2/4/2023,12704,1,4/7/2024,4/7/2024
28033,14017,28034,11/8/2021,1,11/8/2021,1750,1,4/7/2024,4/7/2024
28035,14018,28036,11/19/2021,1,11/19/2021,4801,1,4/7/2024,4/7/2024
28037,14019,28038,5/5/2021,1,5/5/2021,5505,1,4/7/2024,4/7/2024
28039,14020,28040,1/2/2023,1,1/2/2023,13453,1,4/7/2024,4/7/2024
28041,14021,28042,1/11/2022,1,1/11/2022,5448,1,4/7/2024,4/7/2024
28043,14022,28044,10/16/2021,1,10/16/2021,9116,1,4/7/2024,4/7/2024
