Id,CarId,DealershipId,CarsCount,CarStatusId,CreateDate,UpdateDate
12547,12547,5884,1,2,4/7/2024,4/7/2024
12548,12548,6527,1,2,4/7/2024,4/7/2024
12549,12549,8030,1,2,4/7/2024,4/7/2024
12550,12550,12320,1,2,4/7/2024,4/7/2024
12551,12551,8408,1,2,4/7/2024,4/7/2024
12552,12552,2509,1,2,4/7/2024,4/7/2024
12553,12553,8534,1,2,4/7/2024,4/7/2024
12554,12554,4097,1,2,4/7/2024,4/7/2024
12555,12555,6121,1,2,4/7/2024,4/7/2024
12556,12556,7950,1,2,4/7/2024,4/7/2024
12557,12557,11854,1,2,4/7/2024,4/7/2024
12558,12558,3493,1,2,4/7/2024,4/7/2024
12559,12559,5065,1,2,4/7/2024,4/7/2024
12560,12560,2342,1,2,4/7/2024,4/7/2024
12561,12561,7906,1,2,4/7/2024,4/7/2024
12562,12562,1011,1,2,4/7/2024,4/7/2024
12563,12563,6923,1,2,4/7/2024,4/7/2024
12564,12564,3840,1,2,4/7/2024,4/7/2024
12565,12565,1355,1,2,4/7/2024,4/7/2024
12566,12566,5756,1,2,4/7/2024,4/7/2024
12567,12567,4443,1,2,4/7/2024,4/7/2024
12568,12568,485,1,2,4/7/2024,4/7/2024
12569,12569,4786,1,2,4/7/2024,4/7/2024
12570,12570,4623,1,2,4/7/2024,4/7/2024
12571,12571,3363,1,2,4/7/2024,4/7/2024
12572,12572,5147,1,2,4/7/2024,4/7/2024
12573,12573,2723,1,2,4/7/2024,4/7/2024
12574,12574,6710,1,2,4/7/2024,4/7/2024
12575,12575,7172,1,2,4/7/2024,4/7/2024
12576,12576,5523,1,2,4/7/2024,4/7/2024
12577,12577,13968,1,2,4/7/2024,4/7/2024
12578,12578,11886,1,2,4/7/2024,4/7/2024
12579,12579,10706,1,2,4/7/2024,4/7/2024
12580,12580,8016,1,2,4/7/2024,4/7/2024
12581,12581,4005,1,2,4/7/2024,4/7/2024
12582,12582,10789,1,2,4/7/2024,4/7/2024
12583,12583,9796,1,2,4/7/2024,4/7/2024
12584,12584,12446,1,2,4/7/2024,4/7/2024
12585,12585,5797,1,2,4/7/2024,4/7/2024
12586,12586,4443,1,2,4/7/2024,4/7/2024
12587,12587,8654,1,2,4/7/2024,4/7/2024
12588,12588,3803,1,2,4/7/2024,4/7/2024
12589,12589,6426,1,2,4/7/2024,4/7/2024
12590,12590,604,1,2,4/7/2024,4/7/2024
12591,12591,2970,1,2,4/7/2024,4/7/2024
12592,12592,401,1,2,4/7/2024,4/7/2024
12593,12593,1057,1,2,4/7/2024,4/7/2024
12594,12594,9941,1,2,4/7/2024,4/7/2024
12595,12595,9097,1,2,4/7/2024,4/7/2024
12596,12596,9745,1,2,4/7/2024,4/7/2024
12597,12597,5616,1,2,4/7/2024,4/7/2024
12598,12598,1368,1,2,4/7/2024,4/7/2024
12599,12599,5055,1,2,4/7/2024,4/7/2024
12600,12600,9407,1,2,4/7/2024,4/7/2024
12601,12601,2672,1,2,4/7/2024,4/7/2024
12602,12602,7134,1,2,4/7/2024,4/7/2024
12603,12603,7753,1,2,4/7/2024,4/7/2024
12604,12604,9297,1,2,4/7/2024,4/7/2024
12605,12605,766,1,2,4/7/2024,4/7/2024
12606,12606,5189,1,2,4/7/2024,4/7/2024
12607,12607,13179,1,2,4/7/2024,4/7/2024
12608,12608,1756,1,2,4/7/2024,4/7/2024
12609,12609,779,1,2,4/7/2024,4/7/2024
12610,12610,9370,1,2,4/7/2024,4/7/2024
12611,12611,10568,1,2,4/7/2024,4/7/2024
12612,12612,5429,1,2,4/7/2024,4/7/2024
12613,12613,9140,1,2,4/7/2024,4/7/2024
12614,12614,3175,1,2,4/7/2024,4/7/2024
12615,12615,4836,1,2,4/7/2024,4/7/2024
12616,12616,5174,1,2,4/7/2024,4/7/2024
12617,12617,8433,1,2,4/7/2024,4/7/2024
12618,12618,5303,1,2,4/7/2024,4/7/2024
12619,12619,12743,1,2,4/7/2024,4/7/2024
12620,12620,3513,1,2,4/7/2024,4/7/2024
12621,12621,13950,1,2,4/7/2024,4/7/2024
12622,12622,523,1,2,4/7/2024,4/7/2024
12623,12623,5186,1,2,4/7/2024,4/7/2024
12624,12624,11384,1,2,4/7/2024,4/7/2024
12625,12625,211,1,2,4/7/2024,4/7/2024
12626,12626,10308,1,2,4/7/2024,4/7/2024
12627,12627,14238,1,2,4/7/2024,4/7/2024
12628,12628,1594,1,2,4/7/2024,4/7/2024
12629,12629,3474,1,2,4/7/2024,4/7/2024
12630,12630,6500,1,2,4/7/2024,4/7/2024
12631,12631,2818,1,2,4/7/2024,4/7/2024
12632,12632,12719,1,2,4/7/2024,4/7/2024
12633,12633,13236,1,2,4/7/2024,4/7/2024
12634,12634,12593,1,2,4/7/2024,4/7/2024
12635,12635,12892,1,2,4/7/2024,4/7/2024
12636,12636,11861,1,2,4/7/2024,4/7/2024
12637,12637,610,1,2,4/7/2024,4/7/2024
12638,12638,3332,1,2,4/7/2024,4/7/2024
12639,12639,13103,1,2,4/7/2024,4/7/2024
12640,12640,12773,1,2,4/7/2024,4/7/2024
12641,12641,7925,1,2,4/7/2024,4/7/2024
12642,12642,7919,1,2,4/7/2024,4/7/2024
12643,12643,3862,1,2,4/7/2024,4/7/2024
12644,12644,2291,1,2,4/7/2024,4/7/2024
12645,12645,1797,1,2,4/7/2024,4/7/2024
12646,12646,5475,1,2,4/7/2024,4/7/2024
12647,12647,11498,1,2,4/7/2024,4/7/2024
12648,12648,5347,1,2,4/7/2024,4/7/2024
12649,12649,10268,1,2,4/7/2024,4/7/2024
12650,12650,9856,1,2,4/7/2024,4/7/2024
12651,12651,1572,1,2,4/7/2024,4/7/2024
12652,12652,6734,1,2,4/7/2024,4/7/2024
12653,12653,8158,1,2,4/7/2024,4/7/2024
12654,12654,5095,1,2,4/7/2024,4/7/2024
12655,12655,974,1,2,4/7/2024,4/7/2024
12656,12656,10244,1,2,4/7/2024,4/7/2024
12657,12657,9024,1,2,4/7/2024,4/7/2024
12658,12658,3619,1,2,4/7/2024,4/7/2024
12659,12659,12742,1,2,4/7/2024,4/7/2024
12660,12660,11794,1,2,4/7/2024,4/7/2024
12661,12661,7331,1,2,4/7/2024,4/7/2024
12662,12662,7049,1,2,4/7/2024,4/7/2024
12663,12663,13985,1,2,4/7/2024,4/7/2024
12664,12664,3168,1,2,4/7/2024,4/7/2024
12665,12665,3731,1,2,4/7/2024,4/7/2024
12666,12666,10644,1,2,4/7/2024,4/7/2024
12667,12667,946,1,2,4/7/2024,4/7/2024
12668,12668,6483,1,2,4/7/2024,4/7/2024
12669,12669,8106,1,2,4/7/2024,4/7/2024
12670,12670,13590,1,2,4/7/2024,4/7/2024
12671,12671,4833,1,2,4/7/2024,4/7/2024
12672,12672,10345,1,2,4/7/2024,4/7/2024
12673,12673,1500,1,2,4/7/2024,4/7/2024
12674,12674,6558,1,2,4/7/2024,4/7/2024
12675,12675,5788,1,2,4/7/2024,4/7/2024
12676,12676,14241,1,2,4/7/2024,4/7/2024
12677,12677,5523,1,2,4/7/2024,4/7/2024
12678,12678,1436,1,2,4/7/2024,4/7/2024
12679,12679,3878,1,2,4/7/2024,4/7/2024
12680,12680,11098,1,2,4/7/2024,4/7/2024
12681,12681,7273,1,2,4/7/2024,4/7/2024
12682,12682,1141,1,2,4/7/2024,4/7/2024
12683,12683,9859,1,2,4/7/2024,4/7/2024
12684,12684,4555,1,2,4/7/2024,4/7/2024
12685,12685,7122,1,2,4/7/2024,4/7/2024
12686,12686,626,1,2,4/7/2024,4/7/2024
12687,12687,14242,1,2,4/7/2024,4/7/2024
12688,12688,8189,1,2,4/7/2024,4/7/2024
12689,12689,6120,1,2,4/7/2024,4/7/2024
12690,12690,2990,1,2,4/7/2024,4/7/2024
12691,12691,413,1,2,4/7/2024,4/7/2024
12692,12692,2998,1,2,4/7/2024,4/7/2024
12693,12693,11014,1,2,4/7/2024,4/7/2024
12694,12694,509,1,2,4/7/2024,4/7/2024
12695,12695,11112,1,2,4/7/2024,4/7/2024
12696,12696,5074,1,2,4/7/2024,4/7/2024
12697,12697,1212,1,2,4/7/2024,4/7/2024
12698,12698,2390,1,2,4/7/2024,4/7/2024
12699,12699,3786,1,2,4/7/2024,4/7/2024
12700,12700,989,1,2,4/7/2024,4/7/2024
12701,12701,10279,1,2,4/7/2024,4/7/2024
12702,12702,4300,1,2,4/7/2024,4/7/2024
12703,12703,1404,1,2,4/7/2024,4/7/2024
12704,12704,4221,1,2,4/7/2024,4/7/2024
12705,12705,1104,1,2,4/7/2024,4/7/2024
12706,12706,7420,1,2,4/7/2024,4/7/2024
12707,12707,8107,1,2,4/7/2024,4/7/2024
12708,12708,9199,1,2,4/7/2024,4/7/2024
12709,12709,12021,1,2,4/7/2024,4/7/2024
12710,12710,2887,1,2,4/7/2024,4/7/2024
12711,12711,13114,1,2,4/7/2024,4/7/2024
12712,12712,756,1,2,4/7/2024,4/7/2024
12713,12713,351,1,2,4/7/2024,4/7/2024
12714,12714,6884,1,2,4/7/2024,4/7/2024
12715,12715,13352,1,2,4/7/2024,4/7/2024
12716,12716,7801,1,2,4/7/2024,4/7/2024
12717,12717,7951,1,2,4/7/2024,4/7/2024
12718,12718,6310,1,2,4/7/2024,4/7/2024
12719,12719,3015,1,2,4/7/2024,4/7/2024
12720,12720,11198,1,2,4/7/2024,4/7/2024
12721,12721,10278,1,2,4/7/2024,4/7/2024
12722,12722,7406,1,2,4/7/2024,4/7/2024
12723,12723,6388,1,2,4/7/2024,4/7/2024
12724,12724,349,1,2,4/7/2024,4/7/2024
12725,12725,10760,1,2,4/7/2024,4/7/2024
12726,12726,7135,1,2,4/7/2024,4/7/2024
12727,12727,4883,1,2,4/7/2024,4/7/2024
12728,12728,5713,1,2,4/7/2024,4/7/2024
12729,12729,5488,1,2,4/7/2024,4/7/2024
12730,12730,2058,1,2,4/7/2024,4/7/2024
12731,12731,11676,1,2,4/7/2024,4/7/2024
12732,12732,13576,1,2,4/7/2024,4/7/2024
12733,12733,2961,1,2,4/7/2024,4/7/2024
12734,12734,3121,1,2,4/7/2024,4/7/2024
12735,12735,13566,1,2,4/7/2024,4/7/2024
12736,12736,4236,1,2,4/7/2024,4/7/2024
12737,12737,5421,1,2,4/7/2024,4/7/2024
12738,12738,7348,1,2,4/7/2024,4/7/2024
12739,12739,10046,1,2,4/7/2024,4/7/2024
12740,12740,2170,1,2,4/7/2024,4/7/2024
12741,12741,8320,1,2,4/7/2024,4/7/2024
12742,12742,5170,1,2,4/7/2024,4/7/2024
12743,12743,10771,1,2,4/7/2024,4/7/2024
12744,12744,3866,1,2,4/7/2024,4/7/2024
12745,12745,10828,1,2,4/7/2024,4/7/2024
12746,12746,4814,1,2,4/7/2024,4/7/2024
12747,12747,13452,1,2,4/7/2024,4/7/2024
12748,12748,11745,1,2,4/7/2024,4/7/2024
12749,12749,6912,1,2,4/7/2024,4/7/2024
12750,12750,1842,1,2,4/7/2024,4/7/2024
12751,12751,13456,1,2,4/7/2024,4/7/2024
12752,12752,5405,1,2,4/7/2024,4/7/2024
12753,12753,2941,1,2,4/7/2024,4/7/2024
12754,12754,5862,1,2,4/7/2024,4/7/2024
12755,12755,9360,1,2,4/7/2024,4/7/2024
12756,12756,3335,1,2,4/7/2024,4/7/2024
12757,12757,7101,1,2,4/7/2024,4/7/2024
12758,12758,11411,1,2,4/7/2024,4/7/2024
12759,12759,1385,1,2,4/7/2024,4/7/2024
12760,12760,8450,1,2,4/7/2024,4/7/2024
12761,12761,4590,1,2,4/7/2024,4/7/2024
12762,12762,76,1,2,4/7/2024,4/7/2024
12763,12763,5877,1,2,4/7/2024,4/7/2024
12764,12764,1472,1,2,4/7/2024,4/7/2024
12765,12765,12080,1,2,4/7/2024,4/7/2024
12766,12766,13944,1,2,4/7/2024,4/7/2024
12767,12767,253,1,2,4/7/2024,4/7/2024
12768,12768,4609,1,2,4/7/2024,4/7/2024
12769,12769,1961,1,2,4/7/2024,4/7/2024
12770,12770,12218,1,2,4/7/2024,4/7/2024
12771,12771,2720,1,2,4/7/2024,4/7/2024
12772,12772,13663,1,2,4/7/2024,4/7/2024
12773,12773,1919,1,2,4/7/2024,4/7/2024
12774,12774,11089,1,2,4/7/2024,4/7/2024
12775,12775,9008,1,2,4/7/2024,4/7/2024
12776,12776,3090,1,2,4/7/2024,4/7/2024
12777,12777,2965,1,2,4/7/2024,4/7/2024
12778,12778,12245,1,2,4/7/2024,4/7/2024
12779,12779,10429,1,2,4/7/2024,4/7/2024
12780,12780,9904,1,2,4/7/2024,4/7/2024
12781,12781,12319,1,2,4/7/2024,4/7/2024
12782,12782,7289,1,2,4/7/2024,4/7/2024
12783,12783,5973,1,2,4/7/2024,4/7/2024
12784,12784,10819,1,2,4/7/2024,4/7/2024
12785,12785,9864,1,2,4/7/2024,4/7/2024
12786,12786,9401,1,2,4/7/2024,4/7/2024
12787,12787,8418,1,2,4/7/2024,4/7/2024
12788,12788,3950,1,2,4/7/2024,4/7/2024
12789,12789,13742,1,2,4/7/2024,4/7/2024
12790,12790,1171,1,2,4/7/2024,4/7/2024
12791,12791,499,1,2,4/7/2024,4/7/2024
12792,12792,2799,1,2,4/7/2024,4/7/2024
12793,12793,6901,1,2,4/7/2024,4/7/2024
12794,12794,1506,1,2,4/7/2024,4/7/2024
12795,12795,796,1,2,4/7/2024,4/7/2024
12796,12796,7440,1,2,4/7/2024,4/7/2024
12797,12797,7241,1,2,4/7/2024,4/7/2024
12798,12798,4787,1,2,4/7/2024,4/7/2024
12799,12799,13860,1,2,4/7/2024,4/7/2024
12800,12800,3224,1,2,4/7/2024,4/7/2024
12801,12801,1755,1,2,4/7/2024,4/7/2024
12802,12802,220,1,2,4/7/2024,4/7/2024
12803,12803,3033,1,2,4/7/2024,4/7/2024
12804,12804,9330,1,2,4/7/2024,4/7/2024
12805,12805,7163,1,2,4/7/2024,4/7/2024
12806,12806,8880,1,2,4/7/2024,4/7/2024
12807,12807,3837,1,2,4/7/2024,4/7/2024
12808,12808,7306,1,2,4/7/2024,4/7/2024
12809,12809,9667,1,2,4/7/2024,4/7/2024
12810,12810,12491,1,2,4/7/2024,4/7/2024
12811,12811,5380,1,2,4/7/2024,4/7/2024
12812,12812,12435,1,2,4/7/2024,4/7/2024
12813,12813,2130,1,2,4/7/2024,4/7/2024
12814,12814,12580,1,2,4/7/2024,4/7/2024
12815,12815,777,1,2,4/7/2024,4/7/2024
12816,12816,12653,1,2,4/7/2024,4/7/2024
12817,12817,13557,1,2,4/7/2024,4/7/2024
12818,12818,13216,1,2,4/7/2024,4/7/2024
12819,12819,6245,1,2,4/7/2024,4/7/2024
12820,12820,10998,1,2,4/7/2024,4/7/2024
12821,12821,7237,1,2,4/7/2024,4/7/2024
12822,12822,12831,1,2,4/7/2024,4/7/2024
12823,12823,5593,1,2,4/7/2024,4/7/2024
12824,12824,13080,1,2,4/7/2024,4/7/2024
12825,12825,9436,1,2,4/7/2024,4/7/2024
12826,12826,1860,1,2,4/7/2024,4/7/2024
12827,12827,5817,1,2,4/7/2024,4/7/2024
12828,12828,7398,1,2,4/7/2024,4/7/2024
12829,12829,7779,1,2,4/7/2024,4/7/2024
12830,12830,2006,1,2,4/7/2024,4/7/2024
12831,12831,8535,1,2,4/7/2024,4/7/2024
12832,12832,409,1,2,4/7/2024,4/7/2024
12833,12833,2831,1,2,4/7/2024,4/7/2024
12834,12834,4647,1,2,4/7/2024,4/7/2024
12835,12835,43,1,2,4/7/2024,4/7/2024
12836,12836,115,1,2,4/7/2024,4/7/2024
12837,12837,10579,1,2,4/7/2024,4/7/2024
12838,12838,13246,1,2,4/7/2024,4/7/2024
12839,12839,6432,1,2,4/7/2024,4/7/2024
12840,12840,12907,1,2,4/7/2024,4/7/2024
12841,12841,12121,1,2,4/7/2024,4/7/2024
12842,12842,8288,1,2,4/7/2024,4/7/2024
12843,12843,4712,1,2,4/7/2024,4/7/2024
12844,12844,10813,1,2,4/7/2024,4/7/2024
12845,12845,10322,1,2,4/7/2024,4/7/2024
12846,12846,9030,1,2,4/7/2024,4/7/2024
12847,12847,10263,1,2,4/7/2024,4/7/2024
12848,12848,11152,1,2,4/7/2024,4/7/2024
12849,12849,11144,1,2,4/7/2024,4/7/2024
12850,12850,7589,1,2,4/7/2024,4/7/2024
12851,12851,4144,1,2,4/7/2024,4/7/2024
12852,12852,9555,1,2,4/7/2024,4/7/2024
12853,12853,12650,1,2,4/7/2024,4/7/2024
12854,12854,11225,1,2,4/7/2024,4/7/2024
12855,12855,4689,1,2,4/7/2024,4/7/2024
12856,12856,2573,1,2,4/7/2024,4/7/2024
12857,12857,2402,1,2,4/7/2024,4/7/2024
12858,12858,9125,1,2,4/7/2024,4/7/2024
12859,12859,13743,1,2,4/7/2024,4/7/2024
12860,12860,9091,1,2,4/7/2024,4/7/2024
12861,12861,3991,1,2,4/7/2024,4/7/2024
12862,12862,10738,1,2,4/7/2024,4/7/2024
12863,12863,2948,1,2,4/7/2024,4/7/2024
12864,12864,5677,1,2,4/7/2024,4/7/2024
12865,12865,11683,1,2,4/7/2024,4/7/2024
12866,12866,7748,1,2,4/7/2024,4/7/2024
12867,12867,2672,1,2,4/7/2024,4/7/2024
12868,12868,7762,1,2,4/7/2024,4/7/2024
12869,12869,14025,1,2,4/7/2024,4/7/2024
12870,12870,3631,1,2,4/7/2024,4/7/2024
12871,12871,7016,1,2,4/7/2024,4/7/2024
12872,12872,5616,1,2,4/7/2024,4/7/2024
12873,12873,7924,1,2,4/7/2024,4/7/2024
12874,12874,2940,1,2,4/7/2024,4/7/2024
12875,12875,5613,1,2,4/7/2024,4/7/2024
12876,12876,1894,1,2,4/7/2024,4/7/2024
12877,12877,5222,1,2,4/7/2024,4/7/2024
12878,12878,8867,1,2,4/7/2024,4/7/2024
12879,12879,9985,1,2,4/7/2024,4/7/2024
12880,12880,13161,1,2,4/7/2024,4/7/2024
12881,12881,11202,1,2,4/7/2024,4/7/2024
12882,12882,1009,1,2,4/7/2024,4/7/2024
12883,12883,1181,1,2,4/7/2024,4/7/2024
12884,12884,5641,1,2,4/7/2024,4/7/2024
12885,12885,11971,1,2,4/7/2024,4/7/2024
12886,12886,2947,1,2,4/7/2024,4/7/2024
12887,12887,11775,1,2,4/7/2024,4/7/2024
12888,12888,12923,1,2,4/7/2024,4/7/2024
12889,12889,319,1,2,4/7/2024,4/7/2024
12890,12890,12438,1,2,4/7/2024,4/7/2024
12891,12891,3794,1,2,4/7/2024,4/7/2024
12892,12892,9115,1,2,4/7/2024,4/7/2024
12893,12893,7828,1,2,4/7/2024,4/7/2024
12894,12894,11084,1,2,4/7/2024,4/7/2024
12895,12895,3681,1,2,4/7/2024,4/7/2024
12896,12896,7629,1,2,4/7/2024,4/7/2024
12897,12897,9022,1,2,4/7/2024,4/7/2024
12898,12898,4636,1,2,4/7/2024,4/7/2024
12899,12899,11810,1,2,4/7/2024,4/7/2024
12900,12900,8111,1,2,4/7/2024,4/7/2024
12901,12901,3733,1,2,4/7/2024,4/7/2024
12902,12902,2017,1,2,4/7/2024,4/7/2024
12903,12903,8834,1,2,4/7/2024,4/7/2024
12904,12904,10967,1,2,4/7/2024,4/7/2024
12905,12905,10808,1,2,4/7/2024,4/7/2024
12906,12906,7764,1,2,4/7/2024,4/7/2024
12907,12907,9957,1,2,4/7/2024,4/7/2024
12908,12908,9349,1,2,4/7/2024,4/7/2024
12909,12909,8654,1,2,4/7/2024,4/7/2024
12910,12910,12301,1,2,4/7/2024,4/7/2024
12911,12911,6620,1,2,4/7/2024,4/7/2024
12912,12912,4677,1,2,4/7/2024,4/7/2024
12913,12913,11225,1,2,4/7/2024,4/7/2024
12914,12914,8362,1,2,4/7/2024,4/7/2024
12915,12915,12083,1,2,4/7/2024,4/7/2024
12916,12916,3945,1,2,4/7/2024,4/7/2024
12917,12917,3975,1,2,4/7/2024,4/7/2024
12918,12918,2606,1,2,4/7/2024,4/7/2024
12919,12919,903,1,2,4/7/2024,4/7/2024
12920,12920,3345,1,2,4/7/2024,4/7/2024
12921,12921,3377,1,2,4/7/2024,4/7/2024
12922,12922,2553,1,2,4/7/2024,4/7/2024
12923,12923,12123,1,2,4/7/2024,4/7/2024
12924,12924,1384,1,2,4/7/2024,4/7/2024
12925,12925,8910,1,2,4/7/2024,4/7/2024
12926,12926,5066,1,2,4/7/2024,4/7/2024
12927,12927,12329,1,2,4/7/2024,4/7/2024
12928,12928,5403,1,2,4/7/2024,4/7/2024
12929,12929,12971,1,2,4/7/2024,4/7/2024
12930,12930,11395,1,2,4/7/2024,4/7/2024
12931,12931,6825,1,2,4/7/2024,4/7/2024
12932,12932,3289,1,2,4/7/2024,4/7/2024
12933,12933,13209,1,2,4/7/2024,4/7/2024
12934,12934,5523,1,2,4/7/2024,4/7/2024
12935,12935,9584,1,2,4/7/2024,4/7/2024
12936,12936,2246,1,2,4/7/2024,4/7/2024
12937,12937,10023,1,2,4/7/2024,4/7/2024
12938,12938,9192,1,2,4/7/2024,4/7/2024
12939,12939,5793,1,2,4/7/2024,4/7/2024
12940,12940,4804,1,2,4/7/2024,4/7/2024
12941,12941,10440,1,2,4/7/2024,4/7/2024
12942,12942,11690,1,2,4/7/2024,4/7/2024
12943,12943,764,1,2,4/7/2024,4/7/2024
12944,12944,8104,1,2,4/7/2024,4/7/2024
12945,12945,7340,1,2,4/7/2024,4/7/2024
12946,12946,10652,1,2,4/7/2024,4/7/2024
12947,12947,8572,1,2,4/7/2024,4/7/2024
12948,12948,13152,1,2,4/7/2024,4/7/2024
12949,12949,3529,1,2,4/7/2024,4/7/2024
12950,12950,3292,1,2,4/7/2024,4/7/2024
12951,12951,12848,1,2,4/7/2024,4/7/2024
12952,12952,13681,1,2,4/7/2024,4/7/2024
12953,12953,5344,1,2,4/7/2024,4/7/2024
12954,12954,10206,1,2,4/7/2024,4/7/2024
12955,12955,14096,1,2,4/7/2024,4/7/2024
12956,12956,8758,1,2,4/7/2024,4/7/2024
12957,12957,7572,1,2,4/7/2024,4/7/2024
12958,12958,5162,1,2,4/7/2024,4/7/2024
12959,12959,612,1,2,4/7/2024,4/7/2024
12960,12960,9602,1,2,4/7/2024,4/7/2024
12961,12961,4338,1,2,4/7/2024,4/7/2024
12962,12962,9068,1,2,4/7/2024,4/7/2024
12963,12963,7922,1,2,4/7/2024,4/7/2024
12964,12964,12812,1,2,4/7/2024,4/7/2024
12965,12965,10846,1,2,4/7/2024,4/7/2024
12966,12966,5261,1,2,4/7/2024,4/7/2024
12967,12967,7788,1,2,4/7/2024,4/7/2024
12968,12968,3574,1,2,4/7/2024,4/7/2024
12969,12969,4191,1,2,4/7/2024,4/7/2024
12970,12970,242,1,2,4/7/2024,4/7/2024
12971,12971,2006,1,2,4/7/2024,4/7/2024
12972,12972,10422,1,2,4/7/2024,4/7/2024
12973,12973,4309,1,2,4/7/2024,4/7/2024
12974,12974,14246,1,2,4/7/2024,4/7/2024
12975,12975,6812,1,2,4/7/2024,4/7/2024
12976,12976,352,1,2,4/7/2024,4/7/2024
12977,12977,8664,1,2,4/7/2024,4/7/2024
12978,12978,6633,1,2,4/7/2024,4/7/2024
12979,12979,8561,1,2,4/7/2024,4/7/2024
12980,12980,988,1,2,4/7/2024,4/7/2024
12981,12981,5765,1,2,4/7/2024,4/7/2024
12982,12982,12080,1,2,4/7/2024,4/7/2024
12983,12983,993,1,2,4/7/2024,4/7/2024
12984,12984,5241,1,2,4/7/2024,4/7/2024
12985,12985,5474,1,2,4/7/2024,4/7/2024
12986,12986,13834,1,2,4/7/2024,4/7/2024
12987,12987,11593,1,2,4/7/2024,4/7/2024
12988,12988,4543,1,2,4/7/2024,4/7/2024
12989,12989,7031,1,2,4/7/2024,4/7/2024
12990,12990,6185,1,2,4/7/2024,4/7/2024
12991,12991,1135,1,2,4/7/2024,4/7/2024
12992,12992,4481,1,2,4/7/2024,4/7/2024
12993,12993,14084,1,2,4/7/2024,4/7/2024
12994,12994,275,1,2,4/7/2024,4/7/2024
12995,12995,11794,1,2,4/7/2024,4/7/2024
12996,12996,4836,1,2,4/7/2024,4/7/2024
12997,12997,223,1,2,4/7/2024,4/7/2024
12998,12998,9766,1,2,4/7/2024,4/7/2024
12999,12999,7914,1,2,4/7/2024,4/7/2024
13000,13000,7480,1,2,4/7/2024,4/7/2024
13001,13001,9350,1,2,4/7/2024,4/7/2024
13002,13002,2398,1,2,4/7/2024,4/7/2024
13003,13003,139,1,2,4/7/2024,4/7/2024
13004,13004,6968,1,2,4/7/2024,4/7/2024
13005,13005,11574,1,2,4/7/2024,4/7/2024
13006,13006,9704,1,2,4/7/2024,4/7/2024
13007,13007,9740,1,2,4/7/2024,4/7/2024
13008,13008,11050,1,2,4/7/2024,4/7/2024
13009,13009,9061,1,2,4/7/2024,4/7/2024
13010,13010,9058,1,2,4/7/2024,4/7/2024
13011,13011,5744,1,2,4/7/2024,4/7/2024
13012,13012,8714,1,2,4/7/2024,4/7/2024
13013,13013,3813,1,2,4/7/2024,4/7/2024
13014,13014,1673,1,2,4/7/2024,4/7/2024
13015,13015,323,1,2,4/7/2024,4/7/2024
13016,13016,1913,1,2,4/7/2024,4/7/2024
13017,13017,10824,1,2,4/7/2024,4/7/2024
13018,13018,4420,1,2,4/7/2024,4/7/2024
13019,13019,8473,1,2,4/7/2024,4/7/2024
13020,13020,995,1,2,4/7/2024,4/7/2024
13021,13021,3269,1,2,4/7/2024,4/7/2024
13022,13022,9438,1,2,4/7/2024,4/7/2024
13023,13023,12883,1,2,4/7/2024,4/7/2024
13024,13024,8367,1,2,4/7/2024,4/7/2024
13025,13025,2929,1,2,4/7/2024,4/7/2024
13026,13026,12632,1,2,4/7/2024,4/7/2024
13027,13027,9057,1,2,4/7/2024,4/7/2024
13028,13028,3817,1,2,4/7/2024,4/7/2024
13029,13029,13722,1,2,4/7/2024,4/7/2024
13030,13030,11243,1,2,4/7/2024,4/7/2024
13031,13031,3863,1,2,4/7/2024,4/7/2024
13032,13032,4753,1,2,4/7/2024,4/7/2024
13033,13033,10646,1,2,4/7/2024,4/7/2024
13034,13034,11143,1,2,4/7/2024,4/7/2024
13035,13035,3933,1,2,4/7/2024,4/7/2024
13036,13036,13444,1,2,4/7/2024,4/7/2024
13037,13037,10588,1,2,4/7/2024,4/7/2024
13038,13038,14018,1,2,4/7/2024,4/7/2024
13039,13039,12495,1,2,4/7/2024,4/7/2024
13040,13040,1509,1,2,4/7/2024,4/7/2024
13041,13041,1609,1,2,4/7/2024,4/7/2024
13042,13042,14029,1,2,4/7/2024,4/7/2024
13043,13043,7921,1,2,4/7/2024,4/7/2024
13044,13044,637,1,2,4/7/2024,4/7/2024
13045,13045,2403,1,2,4/7/2024,4/7/2024
13046,13046,1343,1,2,4/7/2024,4/7/2024
13047,13047,3049,1,2,4/7/2024,4/7/2024
13048,13048,4212,1,2,4/7/2024,4/7/2024
13049,13049,8769,1,2,4/7/2024,4/7/2024
13050,13050,553,1,2,4/7/2024,4/7/2024
13051,13051,8548,1,2,4/7/2024,4/7/2024
13052,13052,10306,1,2,4/7/2024,4/7/2024
13053,13053,6114,1,2,4/7/2024,4/7/2024
13054,13054,13970,1,2,4/7/2024,4/7/2024
13055,13055,8433,1,2,4/7/2024,4/7/2024
13056,13056,4409,1,2,4/7/2024,4/7/2024
13057,13057,9987,1,2,4/7/2024,4/7/2024
13058,13058,4395,1,2,4/7/2024,4/7/2024
13059,13059,4212,1,2,4/7/2024,4/7/2024
13060,13060,9375,1,2,4/7/2024,4/7/2024
13061,13061,6630,1,2,4/7/2024,4/7/2024
13062,13062,4592,1,2,4/7/2024,4/7/2024
13063,13063,1215,1,2,4/7/2024,4/7/2024
13064,13064,7252,1,2,4/7/2024,4/7/2024
